,Neighborhood,bath,bed,latitude,logitude,price,size,year built,zipcode,Station Name,Route1,Route2,Route3,Route4,Route5,Route6,Route7,Route8,Route9,Route10,Route11,distance to subway
1174,Gramercy Park and Murray Hill,3.0,3.0,40.743974,-73.983239,3295000.0,,1927,10016.0,28th St,6,,,,,,,,,,,0.09013096726969475
1175,Gramercy Park and Murray Hill,1.0,1.0,40.743743,-73.986352,699000.0,750.0,1910,10016.0,28th St,6,,,,,,,,,,,0.16822632195998877
1176,Gramercy Park and Murray Hill,2.0,2.0,40.74848,-73.975698,1925000.0,1111.0,2019,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.26876649187114926
1177,Gramercy Park and Murray Hill,1.0,0.0,40.743657,-73.97569399999998,549000.0,473.0,1962,10016.0,33rd St,6,,,,,,,,,,,0.5746050069830488
1178,Gramercy Park and Murray Hill,2.0,2.0,40.747242,-73.973217,975000.0,804.0,1984,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.43083627975029964
1179,Gramercy Park and Murray Hill,1.0,0.0,40.741698,-73.983508,1250000.0,797.0,2019,10016.0,28th St,6,,,,,,,,,,,0.16097848419727548
1180,Gramercy Park and Murray Hill,5.0,3.0,40.743755,-73.978757,9500000.0,6336.0,1901,10016.0,33rd St,6,,,,,,,,,,,0.3513354064492123
1181,Gramercy Park and Murray Hill,1.0,0.0,40.746726,-73.974226,375000.0,500.0,1941,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.46426032349048624
1182,Gramercy Park and Murray Hill,2.0,3.0,40.746101,-73.980499,1475000.0,,1957,10016.0,33rd St,6,,,,,,,,,,,0.09406650253863702
1183,Gramercy Park and Murray Hill,2.0,2.0,40.7485,-73.975898,2170000.0,1077.0,2017,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.27039118040564103
1184,Gramercy Park and Murray Hill,3.0,3.0,40.7476,-73.977096,3000000.0,2500.0,2002,10016.0,33rd St,6,,,,,,,,,,,0.391588341138419
1185,Gramercy Park and Murray Hill,1.0,1.0,40.740899,-73.980942,869000.0,750.0,1965,10016.0,28th St,6,,,,,,,,,,,0.3459042158942121
1186,Gramercy Park and Murray Hill,5.0,4.0,40.747299,-73.98359599999998,14000000.0,2958.0,2016,10016.0,33rd St,6,,,,,,,,,,,0.1545164725761097
1187,Gramercy Park and Murray Hill,3.5,3.0,40.741698,-73.983508,4950000.0,2244.0,2019,10016.0,28th St,6,,,,,,,,,,,0.16097848419727548
1188,Gramercy Park and Murray Hill,8.0,8.0,40.7439,-73.978401,4350000.0,,1910,10016.0,33rd St,6,,,,,,,,,,,0.36707076640678227
1189,Gramercy Park and Murray Hill,2.0,3.0,40.743963,-73.976411,1999995.0,1327.0,1961,10016.0,33rd St,6,,,,,,,,,,,0.5052817274574588
1190,Gramercy Park and Murray Hill,1.0,0.0,40.743373,-73.983625,475000.0,114407.0,1984,10016.0,28th St,6,,,,,,,,,,,0.01603123238484655
1191,Gramercy Park and Murray Hill,1.0,1.0,40.744363,-73.97416,785000.0,700.0,1961,10016.0,33rd St,6,,,,,,,,,,,0.6606777438492912
1192,Gramercy Park and Murray Hill,4.0,3.0,40.747299,-73.98359599999998,5650000.0,2146.0,2016,10016.0,33rd St,6,,,,,,,,,,,0.1545164725761097
1193,Gramercy Park and Murray Hill,2.0,2.0,40.74848,-73.975698,2290000.0,1151.0,2019,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.26876649187114926
1194,Gramercy Park and Murray Hill,4.5,4.0,40.741698,-73.983508,6200000.0,2341.0,2019,10016.0,28th St,6,,,,,,,,,,,0.16097848419727548
1195,Gramercy Park and Murray Hill,3.5,3.0,40.741698,-73.983508,4995000.0,1954.0,2019,10016.0,28th St,6,,,,,,,,,,,0.16097848419727548
1196,Gramercy Park and Murray Hill,1.0,0.0,40.746299,-73.976837,350000.0,420.0,1929,10016.0,33rd St,6,,,,,,,,,,,0.39658333253052913
1197,Gramercy Park and Murray Hill,1.0,2.0,40.743851,-73.976967,895000.0,175000.0,1964,10016.0,33rd St,6,,,,,,,,,,,0.47225000253736676
1198,Gramercy Park and Murray Hill,2.0,1.0,40.743974,-73.983239,1325000.0,1000.0,1927,10016.0,28th St,6,,,,,,,,,,,0.09013096726969475
1199,Gramercy Park and Murray Hill,1.0,1.0,40.743373,-73.983625,785000.0,700.0,1984,10016.0,28th St,6,,,,,,,,,,,0.01603123238484655
1200,Gramercy Park and Murray Hill,2.0,2.0,40.741698,-73.983508,3050000.0,1663.0,2019,10016.0,28th St,6,,,,,,,,,,,0.16097848419727548
1201,Gramercy Park and Murray Hill,1.0,0.0,40.748309000000006,-73.979681,895000.0,750.0,1925,10016.0,33rd St,6,,,,,,,,,,,0.25019281604433197
1202,Gramercy Park and Murray Hill,1.0,1.0,40.747494,-73.981495,625000.0,218364.0,1932,10016.0,33rd St,6,,,,,,,,,,,0.10124264344085562
1203,Gramercy Park and Murray Hill,1.0,1.0,40.74848,-73.975698,1355000.0,776.0,2019,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.26876649187114926
1204,Gramercy Park and Murray Hill,16.0,16.0,40.741401,-73.980102,8500000.0,7084.0,1910,10016.0,28th St,6,,,,,,,,,,,0.3664056423094098
1205,Gramercy Park and Murray Hill,2.0,2.0,40.74955900000001,-73.982063,1295000.0,1020.0,1941,10016.0,33rd St,6,,,,,,,,,,,0.32582450734931845
1206,Gramercy Park and Murray Hill,2.0,2.0,40.741938,-73.979449,1135000.0,14575.0,1984,10016.0,28th St,6,,,,,,,,,,,0.3899659752003722
1207,Gramercy Park and Murray Hill,1.0,1.0,40.750153999999995,-73.981424,595000.0,142836.0,1916,10016.0,Grand Central,GS,4,5,6,7,,,,,,,0.329184470568951
1208,Gramercy Park and Murray Hill,2.0,2.0,40.747335,-73.98515,1595000.0,1282.0,2005,10016.0,34th St,B,D,F,M,N,Q,R,,,,,0.260854473679765
1209,Gramercy Park and Murray Hill,3.5,4.0,40.741698,-73.983508,5875000.0,2606.0,2019,10016.0,28th St,6,,,,,,,,,,,0.16097848419727548
1210,Gramercy Park and Murray Hill,1.0,1.0,40.747136,-73.977109,850000.0,808.0,1963,10016.0,33rd St,6,,,,,,,,,,,0.3783373169378852
1211,Gramercy Park and Murray Hill,5.0,4.0,40.743301,-73.984703,10500000.0,3592.0,2014,10016.0,28th St,6,,,,,,,,,,,0.026840380701954672
1212,Gramercy Park and Murray Hill,1.0,1.0,40.744021000000004,-73.978957,1095000.0,714.0,1990,10016.0,33rd St,6,,,,,,,,,,,0.32045365630394196
1213,Gramercy Park and Murray Hill,1.0,1.0,40.749519,-73.97872199999998,649999.0,700.0,1924,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.2509366889491594
1214,Gramercy Park and Murray Hill,1.0,1.0,40.744997999999995,-73.98359599999998,995000.0,800.0,1922,10016.0,33rd St,6,,,,,,,,,,,0.1206171762543738
1215,Gramercy Park and Murray Hill,1.0,1.0,40.749522,-73.976766,595000.0,880.0,1930,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.20507804720108613
1216,Gramercy Park and Murray Hill,2.0,2.0,40.750099,-73.980003,1295000.0,736.0,1961,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.2564780830308313
1217,Gramercy Park and Murray Hill,1.0,2.0,40.743777,-73.980739,785000.0,750.0,1910,10016.0,33rd St,6,,,,,,,,,,,0.23563670235347908
1218,Gramercy Park and Murray Hill,2.0,2.0,40.747501,-73.981498,3495000.0,,1932,10016.0,33rd St,6,,,,,,,,,,,0.10189934619151159
1219,Gramercy Park and Murray Hill,1.0,2.0,40.743777,-73.980739,795000.0,16290.0,1910,10016.0,33rd St,6,,,,,,,,,,,0.23563670235347908
1220,Gramercy Park and Murray Hill,2.5,2.0,40.741698,-73.983508,2995000.0,1531.0,2019,10016.0,28th St,6,,,,,,,,,,,0.16097848419727548
1221,Gramercy Park and Murray Hill,1.0,1.0,40.74668,-73.983542,575000.0,800.0,1912,10016.0,33rd St,6,,,,,,,,,,,0.12033928522445407
1222,Gramercy Park and Murray Hill,4.0,4.0,40.746299,-73.972702,3195000.0,2220.0,1989,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.5442960505101342
1223,Gramercy Park and Murray Hill,3.0,2.0,40.747299,-73.98359599999998,2475000.0,1488.0,2016,10016.0,33rd St,6,,,,,,,,,,,0.1545164725761097
1224,Gramercy Park and Murray Hill,1.5,1.0,40.748977000000004,-73.983191,660000.0,64598.0,1979,10016.0,33rd St,6,,,,,,,,,,,0.28310989874603115
1225,Gramercy Park and Murray Hill,2.0,2.0,40.743657,-73.97569399999998,1395000.0,1154.0,1962,10016.0,33rd St,6,,,,,,,,,,,0.5746050069830488
1226,Gramercy Park and Murray Hill,1.0,0.0,40.747797999999996,-73.977699,625000.0,,1963,10016.0,33rd St,6,,,,,,,,,,,0.35153015421621103
1227,Gramercy Park and Murray Hill,1.0,0.0,40.746076,-73.98050500000002,465000.0,525.0,1957,10016.0,33rd St,6,,,,,,,,,,,0.09407390372924034
1228,Gramercy Park and Murray Hill,2.0,2.0,40.745468,-73.984307,2350000.0,1600.0,1920,10016.0,33rd St,6,,,,,,,,,,,0.15101482628495233
1229,Gramercy Park and Murray Hill,2.0,2.0,40.747335,-73.98515,1750000.0,1176.0,2005,10016.0,34th St,B,D,F,M,N,Q,R,,,,,0.260854473679765
1230,Gramercy Park and Murray Hill,0.0,0.0,40.748695,-73.978675,11650000.0,8870.0,1920,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.3379599386835323
1231,Gramercy Park and Murray Hill,1.0,0.0,40.746824,-73.97711600000002,379000.0,450.0,1955,10016.0,33rd St,6,,,,,,,,,,,0.3733403204914362
1232,Gramercy Park and Murray Hill,1.0,0.0,40.744761,-73.979226,495000.0,133749.0,1964,10016.0,33rd St,6,,,,,,,,,,,0.2590687731914476
1233,Gramercy Park and Murray Hill,1.0,1.0,40.746824,-73.97711600000002,579000.0,,1955,10016.0,33rd St,6,,,,,,,,,,,0.3733403204914362
1234,Gramercy Park and Murray Hill,1.0,2.0,40.749032,-73.979476,995000.0,1000.0,1923,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.32558267556459075
1235,Gramercy Park and Murray Hill,1.0,1.0,40.743743,-73.986352,744000.0,440.0,1910,10016.0,28th St,6,,,,,,,,,,,0.16822632195998877
1236,Gramercy Park and Murray Hill,2.0,2.0,40.74848,-73.975698,2295000.0,1155.0,2019,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.26876649187114926
1237,Gramercy Park and Murray Hill,1.0,0.0,40.747060999999995,-73.98063499999998,374000.0,425.0,1923,10016.0,33rd St,6,,,,,,,,,,,0.09461143140197711
1238,Gramercy Park and Murray Hill,4.0,3.0,40.745601,-73.986297,8190000.0,2219.0,2019,10016.0,28th St,N,R,,,,,,,,,,0.19187012636713577
1239,Gramercy Park and Murray Hill,1.0,1.0,40.748135999999995,-73.978806,539000.0,64306.0,1955,10016.0,33rd St,6,,,,,,,,,,,0.2896109392066857
1240,Gramercy Park and Murray Hill,1.0,0.0,40.746824,-73.97711600000002,395000.0,450.0,1955,10016.0,33rd St,6,,,,,,,,,,,0.3733403204914362
1241,Gramercy Park and Murray Hill,2.0,2.0,40.74848,-73.975698,2565000.0,1280.0,2019,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.26876649187114926
1242,Gramercy Park and Murray Hill,2.0,1.0,40.748540999999996,-73.97365,1185000.0,1002.0,1988,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.2836322558360992
1243,Gramercy Park and Murray Hill,1.0,1.0,40.744347999999995,-73.987473,1250000.0,593.0,2012,10016.0,28th St,N,R,,,,,,,,,,0.11777896876170826
1244,Gramercy Park and Murray Hill,2.0,1.0,40.747335,-73.98515,1250000.0,900.0,2005,10016.0,34th St,B,D,F,M,N,Q,R,,,,,0.260854473679765
1245,Gramercy Park and Murray Hill,2.5,2.0,40.741698,-73.983508,3155000.0,1539.0,2019,10016.0,28th St,6,,,,,,,,,,,0.16097848419727548
1246,Gramercy Park and Murray Hill,1.0,2.0,40.743989,-73.975484,1495000.0,1062.0,2009,10016.0,33rd St,6,,,,,,,,,,,0.5729110738072558
1247,Gramercy Park and Murray Hill,1.0,0.0,40.746076,-73.98050500000002,430000.0,510.0,1957,10016.0,33rd St,6,,,,,,,,,,,0.09407390372924034
1248,Gramercy Park and Murray Hill,2.0,2.0,40.745156,-73.971835,1195000.0,951.0,1984,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.6896700846787881
1249,Gramercy Park and Murray Hill,2.0,2.0,40.749209,-73.973674,1475000.0,1094.0,1986,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.21754039486953902
1250,Gramercy Park and Murray Hill,2.0,2.0,40.748034000000004,-73.978149,1095000.0,107504.0,1966,10016.0,33rd St,6,,,,,,,,,,,0.3293854955339998
1251,Gramercy Park and Murray Hill,2.0,1.0,40.747335,-73.98515,1429900.0,886.0,2005,10016.0,34th St,B,D,F,M,N,Q,R,,,,,0.260854473679765
1252,Gramercy Park and Murray Hill,2.0,2.0,40.748494,-73.97724699999998,1250000.0,,1975,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.31948849569254734
1253,Gramercy Park and Murray Hill,1.0,2.0,40.744363,-73.97416,1150000.0,915.0,1961,10016.0,33rd St,6,,,,,,,,,,,0.6606777438492912
1254,Gramercy Park and Murray Hill,1.0,0.0,40.74668,-73.983542,449000.0,500.0,1912,10016.0,33rd St,6,,,,,,,,,,,0.12033928522445407
1255,Gramercy Park and Murray Hill,2.0,2.0,40.747335,-73.98515,3395000.0,1200.0,2005,10016.0,34th St,B,D,F,M,N,Q,R,,,,,0.260854473679765
1256,Gramercy Park and Murray Hill,1.0,1.0,40.745156,-73.971835,989000.0,780.0,1984,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.6896700846787881
1257,Gramercy Park and Murray Hill,2.0,2.0,40.745544,-73.976203,1495000.0,,1955,10016.0,33rd St,6,,,,,,,,,,,0.4612343681661442
1258,Gramercy Park and Murray Hill,1.0,1.0,40.742169,-73.98190699999998,1199000.0,,1931,10016.0,28th St,6,,,,,,,,,,,0.1922661034820133
1259,Gramercy Park and Murray Hill,4.0,3.0,40.7474,-73.9714,5435000.0,2164.0,2019,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.4931994119769621
1260,Gramercy Park and Murray Hill,3.0,4.0,40.743974,-73.983239,3100000.0,,1927,10016.0,28th St,6,,,,,,,,,,,0.09013096726969475
1261,Gramercy Park and Murray Hill,2.0,2.0,40.74848,-73.975698,2130000.0,1077.0,2019,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.26876649187114926
1262,Gramercy Park and Murray Hill,2.0,2.0,40.745691,-73.971226,1345000.0,1085.0,1989,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.6591672930269797
1263,Gramercy Park and Murray Hill,2.0,1.0,40.74864,-73.979714,1495000.0,859.0,2006,10016.0,33rd St,6,,,,,,,,,,,0.2783684731645307
1264,Gramercy Park and Murray Hill,2.0,2.0,40.7467,-73.976997,1295000.0,1450.0,1955,10016.0,33rd St,6,,,,,,,,,,,0.3824840062523291
1265,Gramercy Park and Murray Hill,1.0,1.0,40.740899,-73.980942,925000.0,900.0,1965,10016.0,28th St,6,,,,,,,,,,,0.3459042158942121
1266,Gramercy Park and Murray Hill,1.0,2.0,40.744363,-73.97416,999000.0,915.0,1961,10016.0,33rd St,6,,,,,,,,,,,0.6606777438492912
1267,Gramercy Park and Murray Hill,1.0,1.0,40.745901,-73.975895,600000.0,768.0,1963,10016.0,33rd St,6,,,,,,,,,,,0.4804084912117964
1268,Gramercy Park and Murray Hill,3.0,3.0,40.747335,-73.98515,2950000.0,1489.0,2005,10016.0,34th St,B,D,F,M,N,Q,R,,,,,0.260854473679765
1269,Gramercy Park and Murray Hill,1.0,1.0,40.7444,-73.974197,750000.0,621.0,1961,10016.0,33rd St,6,,,,,,,,,,,0.6564259351540107
1270,Gramercy Park and Murray Hill,2.0,2.0,40.74848,-73.975698,2795000.0,1300.0,2019,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.26876649187114926
1271,Gramercy Park and Murray Hill,2.0,2.0,40.745156,-73.971835,1295000.0,913.0,1984,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.6896700846787881
1272,Gramercy Park and Murray Hill,1.0,0.0,40.74856,-73.972497,415000.0,450.0,1963,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.3349130657908493
1273,Gramercy Park and Murray Hill,1.0,1.0,40.74856,-73.972497,599000.0,,1963,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.3349130657908493
1274,Gramercy Park and Murray Hill,2.0,2.0,40.747898,-73.977897,1400000.0,,1910,10016.0,33rd St,6,,,,,,,,,,,0.3410086148322689
1275,Gramercy Park and Murray Hill,1.0,1.0,40.746824,-73.97711600000002,569000.0,750.0,1955,10016.0,33rd St,6,,,,,,,,,,,0.3733403204914362
1276,Gramercy Park and Murray Hill,1.0,1.0,40.742005999999996,-73.980572,785000.0,750.0,1964,10016.0,28th St,6,,,,,,,,,,,0.29966063462057024
1277,Gramercy Park and Murray Hill,3.0,2.0,40.747299,-73.98359599999998,2547000.0,1488.0,2016,10016.0,33rd St,6,,,,,,,,,,,0.1545164725761097
1278,Gramercy Park and Murray Hill,3.0,3.0,40.747335,-73.98515,2499000.0,1489.0,2005,10016.0,34th St,B,D,F,M,N,Q,R,,,,,0.260854473679765
1279,Gramercy Park and Murray Hill,1.0,1.0,40.747678,-73.976479,579000.0,800.0,1960,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.37203660054092663
1280,Gramercy Park and Murray Hill,1.0,1.0,40.748483,-73.979343,890000.0,11097.0,1966,10016.0,33rd St,6,,,,,,,,,,,0.28325691290484784
1281,Gramercy Park and Murray Hill,1.0,2.0,40.747493,-73.979287,1100000.0,35734.0,1924,10016.0,33rd St,6,,,,,,,,,,,0.21631857211762698
1282,Gramercy Park and Murray Hill,2.0,2.0,40.747279,-73.978408,1699000.0,1600.0,1916,10016.0,33rd St,6,,,,,,,,,,,0.27545161035773486
1283,Gramercy Park and Murray Hill,1.0,1.0,40.74984,-73.98063499999998,717000.0,706.0,1925,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.3155599731519707
1284,Gramercy Park and Murray Hill,1.0,0.0,40.741578000000004,-73.979352,428000.0,500.0,1962,10016.0,28th St,6,,,,,,,,,,,0.4129257202266988
1285,Gramercy Park and Murray Hill,2.0,2.0,40.747335,-73.98515,2250000.0,1446.0,2005,10016.0,34th St,B,D,F,M,N,Q,R,,,,,0.260854473679765
1286,Gramercy Park and Murray Hill,3.0,3.0,40.745498,-73.976799,2699000.0,2017.0,2007,10016.0,33rd St,6,,,,,,,,,,,0.4128231069191213
1287,Gramercy Park and Murray Hill,1.0,0.0,40.748003000000004,-73.972835,800000.0,605018.0,1967,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.3687666450750079
1288,Gramercy Park and Murray Hill,2.0,2.0,40.745492999999996,-73.976794,1780000.0,1248.0,2007,10016.0,33rd St,6,,,,,,,,,,,0.4133474630082847
1289,Gramercy Park and Murray Hill,1.0,2.0,40.746299,-73.976837,925000.0,,1929,10016.0,33rd St,6,,,,,,,,,,,0.39658333253052913
1290,Gramercy Park and Murray Hill,1.0,0.0,40.748135999999995,-73.978806,415000.0,375.0,1955,10016.0,33rd St,6,,,,,,,,,,,0.2896109392066857
1291,Gramercy Park and Murray Hill,2.0,2.0,40.743963,-73.976411,1430000.0,1137.0,1962,10016.0,33rd St,6,,,,,,,,,,,0.5052817274574588
1292,Gramercy Park and Murray Hill,2.0,2.0,40.74856,-73.972497,1195000.0,394086.0,1963,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.3349130657908493
1293,Gramercy Park and Murray Hill,4.5,4.0,40.741766,-73.983296,6200000.0,2341.0,1927,10016.0,28th St,6,,,,,,,,,,,0.15742431407115534
1294,Gramercy Park and Murray Hill,5.0,3.0,40.748494,-73.97724699999998,3000000.0,,1975,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.31948849569254734
1295,Gramercy Park and Murray Hill,3.0,4.0,40.743301,-73.975799,3495000.0,2370.0,1961,10016.0,33rd St,6,,,,,,,,,,,0.5880238601492909
1296,Gramercy Park and Murray Hill,2.0,2.0,40.746798999999996,-73.97350300000002,1250000.0,1045.0,2001,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.46969027467188584
1297,Gramercy Park and Murray Hill,1.0,1.0,40.746668,-73.97290699999998,850000.0,571.0,1989,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.49979047173010016
1298,Gramercy Park and Murray Hill,4.0,3.0,40.7474,-73.9714,4685000.0,2156.0,2019,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.4931994119769621
1299,Gramercy Park and Murray Hill,1.0,1.0,40.745544,-73.976203,585000.0,91745.0,1955,10016.0,33rd St,6,,,,,,,,,,,0.4612343681661442
1300,Gramercy Park and Murray Hill,3.0,2.0,40.74864,-73.979714,2795000.0,1477.0,2006,10016.0,33rd St,6,,,,,,,,,,,0.2783684731645307
1301,Gramercy Park and Murray Hill,3.0,2.0,40.745127000000004,-73.985513,3200000.0,1612.0,2005,10016.0,28th St,6,,,,,,,,,,,0.21015839508937226
1302,Gramercy Park and Murray Hill,3.0,2.0,40.748034000000004,-73.978149,2095000.0,1400.0,1966,10016.0,33rd St,6,,,,,,,,,,,0.3293854955339998
1303,Gramercy Park and Murray Hill,2.0,2.0,40.750965,-73.982197,2595000.0,1315.0,2003,10016.0,5th Av,B,D,F,M,7,,,,,,,0.28623736623671775
1304,Gramercy Park and Murray Hill,1.0,1.0,40.741361,-73.981734,739000.0,69300.0,1963,10016.0,28th St,6,,,,,,,,,,,0.26282355739768437
1305,Gramercy Park and Murray Hill,1.0,1.0,40.749194,-73.980008,730000.0,850.0,1940,10016.0,33rd St,6,,,,,,,,,,,0.32084136725644313
1306,Gramercy Park and Murray Hill,2.0,2.0,40.749195,-73.977372,2950000.0,1104.0,2014,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.25354716698307744
1307,Gramercy Park and Murray Hill,2.0,2.0,40.7439,-73.984802,2500000.0,1805.0,1913,10016.0,28th St,6,,,,,,,,,,,0.06382487270028132
1308,Gramercy Park and Murray Hill,1.0,1.0,40.746871999999996,-73.979692,750000.0,205000.0,1969,10016.0,33rd St,6,,,,,,,,,,,0.15916809908277604
1309,Gramercy Park and Murray Hill,3.0,3.0,40.745601,-73.986297,4725000.0,1784.0,2019,10016.0,28th St,N,R,,,,,,,,,,0.19187012636713577
1310,Gramercy Park and Murray Hill,1.0,1.0,40.750965,-73.982197,1095000.0,732.0,2003,10016.0,5th Av,B,D,F,M,7,,,,,,,0.28623736623671775
1311,Gramercy Park and Murray Hill,1.0,0.0,40.746824,-73.97711600000002,375000.0,450.0,1955,10016.0,33rd St,6,,,,,,,,,,,0.3733403204914362
1312,Gramercy Park and Murray Hill,1.0,0.0,40.740899,-73.980942,530000.0,588.0,1965,10016.0,28th St,6,,,,,,,,,,,0.3459042158942121
1313,Gramercy Park and Murray Hill,3.0,3.0,40.746299,-73.972702,3500000.0,2295.0,1989,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.5442960505101342
1314,Gramercy Park and Murray Hill,3.0,2.0,40.743488,-73.98416,3700000.0,1695.0,1917,10016.0,28th St,6,,,,,,,,,,,0.010119255732014873
1315,Gramercy Park and Murray Hill,3.0,2.0,40.745127000000004,-73.985513,2495000.0,1606.0,2005,10016.0,28th St,6,,,,,,,,,,,0.21015839508937226
1316,Gramercy Park and Murray Hill,2.0,1.0,40.749209,-73.973674,1099000.0,791.0,1986,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.21754039486953902
1317,Gramercy Park and Murray Hill,2.0,2.0,40.745146999999996,-73.986099,2100000.0,1374.0,2005,10016.0,28th St,N,R,,,,,,,,,,0.20001398856026195
1318,Gramercy Park and Murray Hill,1.0,0.0,40.747786,-73.977692,525000.0,440.0,1963,10016.0,33rd St,6,,,,,,,,,,,0.3515482533216687
1319,Gramercy Park and Murray Hill,3.0,3.0,40.741766,-73.983296,3500000.0,1873.0,1927,10016.0,28th St,6,,,,,,,,,,,0.15742431407115534
1320,Gramercy Park and Murray Hill,2.0,1.0,40.745156,-73.971835,1350000.0,1025.0,1984,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.6896700846787881
1321,Gramercy Park and Murray Hill,2.0,2.0,40.745601,-73.986297,3465000.0,1373.0,2019,10016.0,28th St,N,R,,,,,,,,,,0.19187012636713577
1322,Gramercy Park and Murray Hill,4.0,4.0,40.745601,-73.971298,2900000.0,2200.0,1989,10016.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.6649709262130432
1323,Gramercy Park and Murray Hill,1.0,0.0,40.750415000000004,-73.971153,289000.0,,1928,10017.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.3341641277542823
1324,Gramercy Park and Murray Hill,2.0,2.0,40.7521,-73.9669,1249000.0,443522.0,1967,10017.0,Lexington Av-53rd St,E,M,6,,,,,,,,,0.6297311078657514
1325,Gramercy Park and Murray Hill,1.0,1.0,40.755407,-73.972305,549000.0,,1924,10017.0,51st St,E,M,6,,,,,,,,,0.14326269765523156
1326,Gramercy Park and Murray Hill,1.0,0.0,40.749346,-73.969992,310000.0,215715.0,1927,10017.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.45995470988017295
1327,Gramercy Park and Murray Hill,10.0,5.0,40.752497999999996,-73.96779599999998,32000000.0,7500.0,2001,10017.0,Lexington Av-53rd St,E,M,6,,,,,,,,,0.566897928963847
1328,Gramercy Park and Murray Hill,5.0,5.0,40.754466,-73.970845,4550000.0,4334.0,1920,10017.0,51st St,E,M,6,,,,,,,,,0.283909330025955
1329,Gramercy Park and Murray Hill,1.0,2.0,40.755340000000004,-73.972146,825000.0,1000.0,1920,10017.0,51st St,E,M,6,,,,,,,,,0.15277642011038098
1330,Gramercy Park and Murray Hill,10.0,7.0,40.752857,-73.97042900000002,9950000.0,6869.0,,10017.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.4262913908181435
1331,Gramercy Park and Murray Hill,1.0,0.0,40.755297999999996,-73.97219799999998,485000.0,717.0,1920,10017.0,51st St,E,M,6,,,,,,,,,0.15655993392435674
1332,Gramercy Park and Murray Hill,1.0,0.0,40.748801,-73.970926,295000.0,418312.0,1930,10017.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.4174796406668696
1333,Gramercy Park and Murray Hill,3.0,3.0,40.749346,-73.969992,1895000.0,1500.0,1927,10017.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.45995470988017295
1334,Gramercy Park and Murray Hill,2.0,2.0,40.750415000000004,-73.971153,895000.0,,1928,10017.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.3341641277542823
1335,Gramercy Park and Murray Hill,1.0,1.0,40.748974,-73.97166999999997,495000.0,110934.0,1929,10017.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.3549320823041239
1336,Gramercy Park and Murray Hill,1.0,1.0,40.752049,-73.968985,585000.0,550.0,1959,10017.0,Grand Central-42nd St,GS,4,5,6,7,,,,,,,0.5302527498883213
