,Neighborhood,bath,bed,latitude,logitude,price,size,year built,zipcode,Station Name,Route1,Route2,Route3,Route4,Route5,Route6,Route7,Route8,Route9,Route10,Route11,distance to subway
3220,Upper West Side,3.0,3.0,40.777099,-73.97689799999998,3495000.0,1950.0,1964,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3221,Upper West Side,5.0,3.0,40.769109,-73.98161999999998,8000000.0,2165.0,1960,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3222,Upper West Side,2.5,2.0,40.7779,-73.9766,2100000.0,,1902,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3223,Upper West Side,5.0,4.0,40.77,-73.983299,6250000.0,3453.0,,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3224,Upper West Side,1.0,1.0,40.771116,-73.982833,675000.0,271843.0,1981,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3225,Upper West Side,4.0,3.0,40.768198999999996,-73.982299,14250000.0,2413.0,,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3226,Upper West Side,2.0,2.0,40.777099,-73.97689799999998,1695000.0,,1964,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3227,Upper West Side,3.0,4.0,40.780142,-73.982209,4250000.0,2600.0,1902,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3228,Upper West Side,2.0,2.0,40.777076,-73.97684699999998,2295000.0,625517.0,1964,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3229,Upper West Side,2.0,2.0,40.780089000000004,-73.98588199999998,1625000.0,,1927,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3230,Upper West Side,1.0,1.0,40.772701,-73.980903,935000.0,,1939,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3231,Upper West Side,2.0,3.0,40.781101,-73.98449699999998,1890000.0,,1950,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3232,Upper West Side,2.0,1.0,40.772459999999995,-73.97920500000002,1695000.0,1050.0,1969,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3233,Upper West Side,2.0,3.0,40.781729999999996,-73.983437,2100000.0,,1950,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3234,Upper West Side,4.0,4.0,40.7802,-73.986701,5900000.0,2932.0,1904,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3235,Upper West Side,2.0,2.0,40.77715,-73.981622,1995000.0,1053.0,1989,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3236,Upper West Side,3.0,2.0,40.774258,-73.984256,3675000.0,1353.0,1989,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3237,Upper West Side,2.0,2.0,40.77174,-73.98853000000003,1600000.0,982.0,2007,10023.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3238,Upper West Side,9.0,7.0,40.784581,-73.97024499999998,19950000.0,9775.0,1901,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3239,Upper West Side,3.0,4.0,40.790594,-73.975359,999000.0,1794.0,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3240,Upper West Side,1.0,0.0,40.787421,-73.977871,225000.0,9999.0,1915,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3241,Upper West Side,2.0,2.0,40.786782,-73.97442,1487000.0,1150.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3242,Upper West Side,5.5,4.0,40.783401,-73.971397,8900000.0,4950.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3243,Upper West Side,1.0,1.0,40.78437,-73.97576600000002,689000.0,8500.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3244,Upper West Side,10.0,7.0,40.785227,-73.971886,7950000.0,6650.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3245,Upper West Side,6.0,5.0,40.783618,-73.975952,9999999.0,6298.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3246,Upper West Side,9.0,5.0,40.791819,-73.976298,8500000.0,7052.0,1901,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3247,Upper West Side,3.0,3.0,40.787656,-73.973469,2195000.0,,1914,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3248,Upper West Side,1.0,1.0,40.786161,-73.969884,599000.0,,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3249,Upper West Side,1.0,2.0,40.781492,-73.977154,950000.0,873.0,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3250,Upper West Side,7.0,5.0,40.787283,-73.97258199999997,8950000.0,8000.0,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3251,Upper West Side,9.0,12.0,40.7879,-73.968949,6450000.0,6270.0,1930,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3252,Upper West Side,9.0,12.0,40.787253,-73.970537,7500000.0,,,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3253,Upper West Side,1.0,1.0,40.782847,-73.97688000000002,599000.0,,1927,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3254,Upper West Side,1.0,2.0,40.788782,-73.975021,750000.0,,1915,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3255,Upper West Side,9.0,6.0,40.787997999999995,-73.968399,5300000.0,,1930,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3256,Upper West Side,4.0,5.0,40.786429999999996,-73.96936,8995000.0,6534.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3257,Upper West Side,1.0,2.0,40.787682000000004,-73.970375,999999.0,,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3258,Upper West Side,4.0,3.0,40.788203,-73.975599,6450000.0,2573.0,2019,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3259,Upper West Side,1.0,0.0,40.79016,-73.979736,460000.0,,1939,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3260,Upper West Side,6.0,5.0,40.790203999999996,-73.978313,7950000.0,4701.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3261,Upper West Side,1.0,0.0,40.789192,-73.97319399999998,380000.0,,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3262,Upper West Side,1.0,0.0,40.783311,-73.973246,475000.0,14214.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3263,Upper West Side,3.0,4.0,40.78812,-73.968695,2750000.0,2000.0,1930,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3264,Upper West Side,2.0,2.0,40.783401,-73.975402,1950000.0,,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3265,Upper West Side,6.0,5.0,40.78947,-73.97677900000002,10500000.0,4192.0,,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3266,Upper West Side,4.0,4.0,40.789,-73.9768,6650000.0,2800.0,1987,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3267,Upper West Side,5.0,6.0,40.783925,-73.981776,4395000.0,3245.0,1886,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3268,Upper West Side,2.0,3.0,40.7835,-73.977699,1995000.0,1165.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3269,Upper West Side,1.0,2.0,40.78302,-73.982428,1250000.0,1200.0,1891,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3270,Upper West Side,1.0,1.0,40.789268,-73.97797299999998,515000.0,141426.0,1925,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3271,Upper West Side,2.0,2.0,40.786583,-73.979022,1495000.0,207126.0,1928,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3272,Upper West Side,1.0,1.0,40.788619,-73.968694,780000.0,109451.0,1931,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3273,Upper West Side,6.0,5.0,40.786378000000006,-73.980502,5500000.0,4708.0,1899,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3274,Upper West Side,6.0,5.0,40.78935,-73.97662,11000000.0,4192.0,,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3275,Upper West Side,14.0,14.0,40.785598,-73.981597,14950000.0,11670.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3276,Upper West Side,6.0,5.0,40.782081,-73.97731999999998,8695000.0,5416.0,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3277,Upper West Side,2.0,3.0,40.779598,-73.974601,2550000.0,,1928,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3278,Upper West Side,1.0,1.0,40.786434,-73.972769,945000.0,766.0,1929,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3279,Upper West Side,6.0,7.0,40.791301000000004,-73.97509699999998,5300000.0,5800.0,1920,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3280,Upper West Side,3.0,2.0,40.784532,-73.978912,1995000.0,2266.0,2004,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3281,Upper West Side,3.5,5.0,40.78885800000001,-73.976733,4750000.0,,1987,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3282,Upper West Side,12.0,6.0,40.785284999999995,-73.981723,11700000.0,8040.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3283,Upper West Side,1.0,2.0,40.786666,-73.974141,1099000.0,950.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3284,Upper West Side,4.0,3.0,40.782578,-73.97192199999998,18950000.0,600613.0,1929,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3285,Upper West Side,1.0,1.0,40.7849,-73.97779799999998,549000.0,600.0,1911,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3286,Upper West Side,4.0,3.0,40.789463,-73.977652,18000000.0,3420.0,,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3287,Upper West Side,7.0,6.0,40.784395,-73.975825,11700000.0,,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3288,Upper West Side,5.0,6.0,40.787849,-73.972727,6250000.0,4500.0,1899,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3289,Upper West Side,1.0,1.0,40.7858,-73.973197,850000.0,,1931,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3290,Upper West Side,5.0,7.0,40.788365,-73.98012800000002,7250000.0,6000.0,1899,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3291,Upper West Side,2.0,2.0,40.784442,-73.982132,1995000.0,1200.0,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3292,Upper West Side,1.0,2.0,40.7849,-73.97779799999998,1195000.0,1270.0,1920,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3293,Upper West Side,2.0,2.0,40.788268,-73.979896,1495000.0,1100.0,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3294,Upper West Side,1.0,1.0,40.783107,-73.982915,569000.0,,1920,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3295,Upper West Side,1.0,1.0,40.783982,-73.983225,515000.0,62487.0,1926,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3296,Upper West Side,4.0,5.0,40.786445,-73.973614,7795000.0,4032.0,1899,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3297,Upper West Side,2.0,2.0,40.782963,-73.979407,1200000.0,,1926,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3298,Upper West Side,3.0,2.0,40.783955999999996,-73.970833,2895000.0,,,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3299,Upper West Side,1.0,1.0,40.787742,-73.979821,510000.0,,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3300,Upper West Side,8.0,5.0,40.787898999999996,-73.980201,9250000.0,7000.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3301,Upper West Side,2.0,2.0,40.782,-73.980787,1100000.0,195491.0,1930,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3302,Upper West Side,1.0,1.0,40.786333,-73.97640200000002,649000.0,9375.0,1940,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3303,Upper West Side,9.0,6.0,40.790797,-73.977758,12900000.0,9000.0,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3304,Upper West Side,3.0,3.0,40.789001,-73.971603,2995000.0,2000.0,1989,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3305,Upper West Side,3.0,3.0,40.788361,-73.96770500000002,2800000.0,608532.0,1930,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3306,Upper West Side,1.0,1.0,40.790233,-73.97757,675000.0,,1921,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3307,Upper West Side,7.0,6.0,40.7844,-73.975799,11700000.0,7500.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3308,Upper West Side,1.0,1.0,40.789811,-73.973698,695000.0,750.0,1925,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3309,Upper West Side,3.5,3.0,40.788203,-73.975599,5495000.0,2442.0,2019,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3310,Upper West Side,4.0,3.0,40.786681,-73.968525,7650000.0,2200.0,1988,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3311,Upper West Side,2.0,3.0,40.782578,-73.981639,1595000.0,869.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3312,Upper West Side,4.0,5.0,40.787178999999995,-73.968462,12565000.0,3700.0,1905,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3313,Upper West Side,1.0,0.0,40.781486,-73.97709300000002,435000.0,,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3314,Upper West Side,1.0,2.0,40.792753999999995,-73.976646,1095000.0,1090.0,1911,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3315,Upper West Side,2.0,2.0,40.790425,-73.976522,1250000.0,1100.0,1922,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3316,Upper West Side,1.0,1.0,40.782832,-73.97685,599000.0,,1928,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3317,Upper West Side,1.0,1.0,40.792010999999995,-73.97676,750000.0,800.0,1929,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3318,Upper West Side,8.0,8.0,40.790901,-73.97799599999998,6475000.0,6632.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3319,Upper West Side,4.5,4.0,40.788203,-73.975599,7950000.0,3122.0,2019,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3320,Upper West Side,5.0,4.0,40.78680900000001,-73.97142099999998,8500000.0,4623.0,1901,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3321,Upper West Side,7.0,7.0,40.790901,-73.97730200000002,6575000.0,6140.0,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3322,Upper West Side,1.0,1.0,40.78437,-73.97576600000002,650000.0,,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3323,Upper West Side,3.5,3.0,40.789501,-73.97779799999998,18000000.0,3420.0,1908,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3324,Upper West Side,1.0,2.0,40.786764,-73.971313,949000.0,900.0,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3325,Upper West Side,2.0,3.0,40.783694,-73.972973,2195000.0,1600.0,1916,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3326,Upper West Side,5.0,6.0,40.792574,-73.976244,10888888.0,6120.0,1899,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3327,Upper West Side,2.0,2.0,40.783583,-73.982074,1875000.0,71880.0,1912,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3328,Upper West Side,1.0,1.0,40.787085999999995,-73.980246,655000.0,700.0,1940,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3329,Upper West Side,1.0,0.0,40.788790999999996,-73.974953,335000.0,,1915,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3330,Upper West Side,3.0,6.0,40.789699,-73.976303,4395000.0,4228.0,1920,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3331,Upper West Side,1.0,0.0,40.788790999999996,-73.974953,345000.0,,1915,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3332,Upper West Side,10.0,12.0,40.7868,-73.97979699999998,7499000.0,8500.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3333,Upper West Side,1.0,0.0,40.785773,-73.973166,365000.0,,1931,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3334,Upper West Side,2.0,2.0,40.790601,-73.973414,1295000.0,1214.0,1920,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3335,Upper West Side,10.0,10.0,40.784251,-73.974199,11000000.0,2540.0,1886,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3336,Upper West Side,1.0,0.0,40.786592999999996,-73.973967,399000.0,25090.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3337,Upper West Side,9.0,9.0,40.782699,-73.975799,5475000.0,,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3338,Upper West Side,2.0,3.0,40.78958400000001,-73.980254,2595000.0,98373.0,1906,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3339,Upper West Side,1.0,1.0,40.786434,-73.972769,850000.0,766.0,1929,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3340,Upper West Side,2.0,3.0,40.787228000000006,-73.97886,3050000.0,1800.0,1913,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3341,Upper West Side,4.0,3.0,40.7882,-73.975402,4995000.0,2238.0,1908,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3342,Upper West Side,2.0,3.0,40.786618,-73.97990899999998,2395000.0,2028.0,1911,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3343,Upper West Side,10.0,6.0,40.783297999999995,-73.983398,8995000.0,7825.0,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3344,Upper West Side,1.0,1.0,40.783516999999996,-73.977682,719000.0,500.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3345,Upper West Side,1.0,2.0,40.789092,-73.979091,999000.0,,,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3346,Upper West Side,5.0,4.0,40.782398,-73.980003,7995000.0,3181.0,2017,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3347,Upper West Side,3.0,3.0,40.787031,-73.980879,2700000.0,168982.0,1940,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3348,Upper West Side,2.0,2.0,40.790601,-73.973414,1749000.0,1214.0,1920,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3349,Upper West Side,3.0,3.0,40.783599,-73.971,6250000.0,,1929,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3350,Upper West Side,4.0,4.0,40.784999,-73.97509699999998,3995000.0,2066.0,2018,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3351,Upper West Side,2.0,2.0,40.782739,-73.98006600000002,1799000.0,1217.0,2008,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3352,Upper West Side,4.0,4.0,40.787898999999996,-73.978996,4950000.0,,1922,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3353,Upper West Side,3.0,3.0,40.791801,-73.977699,3200000.0,,1926,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3354,Upper West Side,5.0,5.0,40.784921999999995,-73.975094,5995000.0,2512.0,2018,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3355,Upper West Side,5.0,4.0,40.789501,-73.976501,5290000.0,2743.0,2018,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3356,Upper West Side,2.0,2.0,40.783127,-73.97281600000002,1550000.0,,1926,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3357,Upper West Side,2.5,3.0,40.78563,-73.97049200000002,3495000.0,2000.0,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3358,Upper West Side,7.5,7.0,40.78877,-73.978328,19500000.0,8451.0,2009,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3359,Upper West Side,2.0,3.0,40.788203,-73.975599,6600000.0,2245.0,2019,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3360,Upper West Side,10.0,5.0,40.789501,-73.976501,11000000.0,4192.0,2018,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3361,Upper West Side,4.0,4.0,40.784758000000004,-73.97668399999998,5950000.0,2752.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3362,Upper West Side,2.0,2.0,40.785214,-73.969888,1750000.0,,1925,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3363,Upper West Side,2.0,1.0,40.784503,-73.972955,995000.0,734.0,1886,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3364,Upper West Side,3.0,3.0,40.790601,-73.973414,2395000.0,1559.0,1920,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3365,Upper West Side,2.0,2.0,40.783041,-73.973393,3450000.0,,1914,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3366,Upper West Side,3.0,2.0,40.782779999999995,-73.971919,4395000.0,,1929,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3367,Upper West Side,3.0,3.0,40.78791,-73.980712,3250000.0,396076.0,1929,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3368,Upper West Side,10.0,8.0,40.783699,-73.980903,16995000.0,8000.0,2008,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3369,Upper West Side,2.0,2.0,40.779949,-73.97541600000002,2095000.0,162676.0,1928,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3370,Upper West Side,2.0,2.0,40.790209999999995,-73.975607,1799000.0,134054.0,1986,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3371,Upper West Side,4.0,4.0,40.783699,-73.980903,7900000.0,3069.0,2008,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3372,Upper West Side,5.0,5.0,40.788398,-73.977203,6250000.0,4500.0,1895,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3373,Upper West Side,2.0,3.0,40.789563,-73.97484399999998,2350000.0,1542.0,1915,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3374,Upper West Side,3.0,4.0,40.78573400000001,-73.978779,2795000.0,84367.0,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3375,Upper West Side,4.0,3.0,40.789501,-73.976501,3750000.0,2193.0,2018,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3376,Upper West Side,1.0,2.0,40.78921,-73.97936800000002,1150000.0,950.0,1924,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3377,Upper West Side,2.0,2.0,40.78326,-73.97313299999998,2295000.0,1775.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3378,Upper West Side,1.0,1.0,40.783537,-73.976543,639000.0,650.0,1910,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3379,Upper West Side,2.0,2.0,40.78788400000001,-73.978378,1600000.0,1200.0,1923,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3380,Upper West Side,1.0,2.0,40.784612,-73.97121,1125000.0,89840.0,1950,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3381,Upper West Side,2.0,3.0,40.7912,-73.973096,1895000.0,,1917,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3382,Upper West Side,3.0,2.0,40.785998,-73.971746,2575000.0,9205.0,1900,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3383,Upper West Side,5.5,5.0,40.789501,-73.97779799999998,10500000.0,3463.0,1908,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
3384,Upper West Side,3.0,3.0,40.789075,-73.977942,1900000.0,,1926,10024.0,Cathedral Parkway-110th St,B,C,,,,,,,,,,0.30075394483318724
