bath,bed,latitude,logitude,price,size,year built,zipcode,distance to subway,complaints
3,2,40.748034000000004,-73.978149,2095000,1400,1966,10016,0.329385496,1409.0
2,2,40.750965,-73.982197,2595000,1315,2003,10016,0.286237366,1409.0
1,1,40.741361,-73.981734,739000,69300,1963,10016,0.262823557,1409.0
1,1,40.749194,-73.980008,730000,850,1940,10016,0.320841367,1409.0
2,2,40.749195,-73.977372,2950000,1104,2014,10016,0.253547167,1409.0
2,2,40.7439,-73.984802,2500000,1805,1913,10016,0.063824873,1409.0
1,1,40.746871999999996,-73.979692,750000,205000,1969,10016,0.159168099,1409.0
3,3,40.745601,-73.986297,4725000,1784,2019,10016,0.191870126,1409.0
1,1,40.750965,-73.982197,1095000,732,2003,10016,0.286237366,1409.0
1,0,40.746824,-73.97711600000001,375000,450,1955,10016,0.37334032,1409.0
1,0,40.740899,-73.980942,530000,588,1965,10016,0.34590421600000004,1409.0
3,3,40.746299,-73.972702,3500000,2295,1989,10016,0.544296051,1409.0
3,2,40.743488,-73.98416,3700000,1695,1917,10016,0.010119256,1409.0
3,2,40.745127000000004,-73.985513,2495000,1606,2005,10016,0.210158395,1409.0
2,1,40.749209,-73.973674,1099000,791,1986,10016,0.217540395,1409.0
2,2,40.745146999999996,-73.986099,2100000,1374,2005,10016,0.20001398899999998,1409.0
1,0,40.747786,-73.977692,525000,440,1963,10016,0.351548253,1409.0
3,3,40.741766,-73.983296,3500000,1873,1927,10016,0.157424314,1409.0
2,1,40.745156,-73.971835,1350000,1025,1984,10016,0.689670085,1409.0
2,2,40.745601,-73.986297,3465000,1373,2019,10016,0.191870126,1409.0
4,4,40.745601,-73.971298,2900000,2200,1989,10016,0.664970926,1409.0
2,2,40.7521,-73.9669,1249000,443522,1967,10017,0.629731108,1800.0
1,0,40.749346,-73.969992,310000,215715,1927,10017,0.45995471,1800.0
10,5,40.752497999999996,-73.96779599999999,32000000,7500,2001,10017,0.566897929,1800.0
5,5,40.754466,-73.970845,4550000,4334,1920,10017,0.28390933,1800.0
1,2,40.755340000000004,-73.972146,825000,1000,1920,10017,0.15277642,1800.0
1,0,40.755297999999996,-73.97219799999999,485000,717,1920,10017,0.156559934,1800.0
1,0,40.748801,-73.970926,295000,418312,1930,10017,0.417479641,1800.0
3,3,40.749346,-73.969992,1895000,1500,1927,10017,0.45995471,1800.0
1,1,40.748974,-73.97166999999999,495000,110934,1929,10017,0.35493208200000004,1800.0
1,1,40.752049,-73.968985,585000,550,1959,10017,0.53025275,1800.0
5,4,40.752531,-73.965962,5750000,443522,1966,10017,0.615758264,1800.0
2,2,40.750415000000004,-73.971153,885000,94516,1928,10017,0.334164128,1800.0
1,1,40.755137,-73.97244,879000,650,1985,10017,0.172341828,1800.0
2,2,40.753659000000006,-73.966984,695000,1057,1940,10017,0.46544395299999997,1800.0
3,3,40.752531,-73.965962,2000000,443522,1966,10017,0.615758264,1800.0
3,3,40.752497999999996,-73.96779599999999,24000000,5000,2001,10017,0.566897929,1800.0
1,0,40.748641,-73.97051,315000,300,1928,10017,0.456571909,1800.0
1,0,40.749346,-73.969992,310000,325,1927,10017,0.45995471,1800.0
1,1,40.752163,-73.970199,765000,387094,1929,10017,0.43106018700000004,1800.0
1,2,40.75,-73.970001,1150000,950,1928,10017,0.438014002,1800.0
2,2,40.750008,-73.969961,825000,800,1928,10017,0.44111459299999994,1800.0
2,2,40.7541,-73.968101,1725000,1243,1982,10017,0.387666565,1800.0
1,0,40.751455,-73.969521,389000,400,1960,10017,0.472892579,1800.0
1,2,40.752809,-73.971731,799000,720,1962,10017,0.320373817,1800.0
2,2,40.748974,-73.97166999999999,935000,1150,1929,10017,0.35493208200000004,1800.0
1,0,40.749512,-73.97183000000001,339900,261401,1929,10017,0.31149067,1800.0
3,2,40.752562,-73.96781899999999,10200000,2702,2001,10017,0.559530804,1800.0
2,2,40.748296,-73.971642,1299000,336543,1955,10017,0.405574802,1800.0
3,3,40.7521,-73.9669,1750000,443522,1966,10017,0.629731108,1800.0
3,3,40.750578999999995,-73.971541,1899000,1589,1983,10017,0.299475606,1800.0
2,2,40.749346,-73.969992,1099999,215715,1927,10017,0.45995471,1800.0
1,0,40.749346,-73.969992,350000,375,1927,10017,0.45995471,1800.0
1,0,40.749346,-73.969992,305000,300,1927,10017,0.45995471,1800.0
6,5,40.752562,-73.96781899999999,7500000,3709,2001,10017,0.559530804,1800.0
1,0,40.755678,-73.971773,450000,400,1924,10017,0.128126922,1800.0
1,0,40.748801,-73.970926,410000,418312,1930,10017,0.417479641,1800.0
2,2,40.754798,-73.96990500000001,1375000,944,1985,10017,0.284910095,1800.0
1,0,40.752468,-73.971158,489000,391,1962,10017,0.35620158,1800.0
3,3,40.752562,-73.96781899999999,10000000,2500,2001,10017,0.559530804,1800.0
3,2,40.75237,-73.97319,1495000,1327,1984,10017,0.18818479600000002,1800.0
1,0,40.75367,-73.969163,535000,600,1964,10017,0.423167655,1800.0
1,0,40.751455,-73.969521,350000,400,1960,10017,0.472892579,1800.0
3,3,40.752562,-73.96781899999999,10000000,2875,2001,10017,0.559530804,1800.0
1,1,40.752163,-73.970199,688000,705,1929,10017,0.43106018700000004,1800.0
9,7,40.752899,-73.97039699999999,9950000,6869,1982,10017,0.430185214,1800.0
4,3,40.752531,-73.965962,1975000,443522,1966,10017,0.615758264,1800.0
3,2,40.752562,-73.96781899999999,5650000,2011,2001,10017,0.559530804,1800.0
4,3,40.7521,-73.9669,1975000,443522,1966,10017,0.629731108,1800.0
2,2,40.754634,-73.969059,1425000,1000,1985,10017,0.316335869,1800.0
1,1,40.749346,-73.969992,649000,215715,1927,10017,0.45995471,1800.0
3,3,40.752857,-73.97042900000001,1995000,1716,1982,10017,0.426291391,1800.0
2,4,40.754058,-73.971046,2750000,2000,1924,10017,0.31717332800000003,1800.0
2,1,40.755137,-73.97244,980000,761,1985,10017,0.172341828,1800.0
3,3,40.7518,-73.969902,2100000,1800,1929,10017,0.448592021,1800.0
3,2,40.752857,-73.97042900000001,1995000,1433,1982,10017,0.426291391,1800.0
5,5,40.752497999999996,-73.96779599999999,6995000,3502,2001,10017,0.566897929,1800.0
5,4,40.752497999999996,-73.96779599999999,14995000,4487,2001,10017,0.566897929,1800.0
1,1,40.752531,-73.965962,850000,900,1966,10017,0.615758264,1800.0
1,1,40.752163,-73.970199,795000,387094,1929,10017,0.43106018700000004,1800.0
1,2,40.754058,-73.971046,949000,1100,1924,10017,0.31717332800000003,1800.0
4,3,40.752562,-73.96781899999999,10500000,2688,2001,10017,0.559530804,1800.0
1,1,40.748801,-73.970926,610000,550,1930,10017,0.417479641,1800.0
4,4,40.752857,-73.97042900000001,6395000,3814,1982,10017,0.426291391,1800.0
3,3,40.752562,-73.96781899999999,6650000,2835,2001,10017,0.559530804,1800.0
2,2,40.753101,-73.970703,1499000,1041,1988,10017,0.412853136,1800.0
4,3,40.7542,-73.969424,3995000,2086,2008,10017,0.36276738700000005,1800.0
1,1,40.753510999999996,-73.971676,699900,705,1957,10017,0.35921071200000004,1800.0
1,2,40.754058,-73.971046,899000,51576,1924,10017,0.31717332800000003,1800.0
1,1,40.748641,-73.97051,595000,600,1928,10017,0.456571909,1800.0
3,3,40.750701,-73.968498,7100000,3004,2015,10017,0.5545264089999999,1800.0
1,1,40.749346,-73.969992,575000,215715,1927,10017,0.45995471,1800.0
5,4,40.752562,-73.96781899999999,6000000,3091,2001,10017,0.559530804,1800.0
3,3,40.750701,-73.968498,7900000,3004,2015,10017,0.5545264089999999,1800.0
1,1,40.754813,-73.969734,649000,700,1927,10017,0.291487618,1800.0
1,0,40.749512,-73.97183000000001,379000,261401,1929,10017,0.31149067,1800.0
3,3,40.752562,-73.96781899999999,6935000,2476,2001,10017,0.559530804,1800.0
4,3,40.752562,-73.96781899999999,6250000,2857,2001,10017,0.559530804,1800.0
5,3,40.752399,-73.965797,4600000,3780,1966,10017,0.635149606,1800.0
1,1,40.754813,-73.969734,595000,73800,1927,10017,0.291487618,1800.0
3,3,40.750701,-73.968498,5400000,2609,2015,10017,0.5545264089999999,1800.0
1,1,40.752998,-73.967201,899000,947,1930,10017,0.5270264570000001,1800.0
3,3,40.752562,-73.96781899999999,6550000,2476,2001,10017,0.559530804,1800.0
1,0,40.75367,-73.969163,580000,675,1964,10017,0.423167655,1800.0
1,2,40.750415000000004,-73.971153,935000,94516,1928,10017,0.334164128,1800.0
4,3,40.753101,-73.970703,2250000,2025,1988,10017,0.412853136,1800.0
3,3,40.750701,-73.968498,5700000,2609,2015,10017,0.5545264089999999,1800.0
2,2,40.7521,-73.9669,1800000,443522,1966,10017,0.629731108,1800.0
2,2,40.7541,-73.968101,1290000,1154,1982,10017,0.387666565,1800.0
1,1,40.752163,-73.970199,899000,387094,1929,10017,0.43106018700000004,1800.0
2,2,40.752531,-73.965962,1295000,1250,1966,10017,0.615758264,1800.0
2,2,40.7521,-73.9669,1485000,1610,1966,10017,0.629731108,1800.0
3,2,40.75237,-73.97319,2225000,1400,1984,10017,0.18818479600000002,1800.0
3,3,40.750701,-73.968498,5850000,2609,2015,10017,0.5545264089999999,1800.0
2,2,40.752531,-73.965962,1650000,443522,1966,10017,0.615758264,1800.0
2,2,40.7521,-73.9669,1395000,443522,1966,10017,0.629731108,1800.0
5,4,40.753101,-73.967697,3875000,2781,1984,10017,0.503760022,1800.0
1,1,40.748296,-73.971642,698000,900,1955,10017,0.405574802,1800.0
3,2,40.752562,-73.96781899999999,3675000,2011,2001,10017,0.559530804,1800.0
1,1,40.749346,-73.969992,685000,215715,1927,10017,0.45995471,1800.0
1,1,40.748801,-73.970926,529500,510,1930,10017,0.417479641,1800.0
1,1,40.753173,-73.965685,549000,67000,1932,10017,0.565023327,1800.0
2,2,40.752562,-73.96781899999999,1860000,1180,2001,10017,0.559530804,1800.0
4,3,40.752899,-73.97039699999999,2875000,2200,1982,10017,0.430185214,1800.0
3,2,40.752562,-73.96781899999999,2550000,1612,2001,10017,0.559530804,1800.0
1,1,40.752468,-73.971158,799000,720,1962,10017,0.35620158,1800.0
1,0,40.748641,-73.97051,315000,249299,1928,10017,0.456571909,1800.0
1,0,40.752468,-73.971158,555000,425,1962,10017,0.35620158,1800.0
2,2,40.752562,-73.96781899999999,4250000,1700,2001,10017,0.559530804,1800.0
1,1,40.751553,-73.969943,798000,566,1977,10017,0.43953802200000003,1800.0
3,2,40.752562,-73.96781899999999,2595000,1612,2001,10017,0.559530804,1800.0
1,1,40.75367,-73.969163,850000,950,1964,10017,0.423167655,1800.0
1,1,40.748296,-73.971642,899000,1200,1955,10017,0.405574802,1800.0
1,0,40.753498,-73.96778499999999,550000,426,1962,10017,0.459229326,1800.0
1,1,40.7521,-73.9669,900000,443522,1966,10017,0.629731108,1800.0
1,0,40.753744,-73.968368,359000,450,1959,10017,0.421541936,1800.0
1,1,40.753299,-73.97170200000001,999000,642,1979,10017,0.345389071,1800.0
1,1,40.749346,-73.969992,609000,600,1927,10017,0.45995471,1800.0
3,2,40.752899,-73.97039699999999,2135000,1622,1982,10017,0.430185214,1800.0
1,1,40.753498,-73.96778499999999,775000,650,1962,10017,0.459229326,1800.0
1,1,40.755137,-73.97244,850000,706,1985,10017,0.172341828,1800.0
1,0,40.753008,-73.97126,598000,530,1956,10017,0.365346231,1800.0
1,1,40.752163,-73.970199,1200000,1122,1929,10017,0.43106018700000004,1800.0
2,1,40.75237,-73.97319,1495000,970,1984,10017,0.18818479600000002,1800.0
1,1,40.752468,-73.971158,795000,719,1962,10017,0.35620158,1800.0
1,1,40.751553,-73.969943,729795,565,1977,10017,0.43953802200000003,1800.0
1,1,40.75367,-73.969163,799000,950,1964,10017,0.423167655,1800.0
1,1,40.753101,-73.970703,799000,643,1988,10017,0.412853136,1800.0
1,1,40.751553,-73.969943,778000,565,1977,10017,0.43953802200000003,1800.0
1,0,40.753008,-73.97126,559000,470,1956,10017,0.365346231,1800.0
1,1,40.752163,-73.970199,885000,885,1929,10017,0.43106018700000004,1800.0
1,0,40.753038000000004,-73.967168,669000,559,1930,10017,0.523753546,1800.0
1,1,40.753038000000004,-73.967168,1125000,948,1930,10017,0.523753546,1800.0
1,1,40.75237,-73.97319,810000,680,1984,10017,0.18818479600000002,1800.0
2,1,40.752163,-73.970199,1250000,970,1929,10017,0.43106018700000004,1800.0
1,1,40.75367,-73.969163,765000,850,1964,10017,0.423167655,1800.0
1,1,40.751553,-73.969943,827000,567,1977,10017,0.43953802200000003,1800.0
1,1,40.75367,-73.969163,745000,243425,1964,10017,0.423167655,1800.0
2,2,40.75237,-73.97319,2495000,1613,2001,10017,0.18818479600000002,1800.0
1,1,40.753008,-73.97126,819999,750,1956,10017,0.365346231,1800.0
1,1,40.748296,-73.971642,719000,700,1955,10017,0.405574802,1800.0
1,1,40.753510999999996,-73.971676,750000,750,1957,10017,0.35921071200000004,1800.0
1,1,40.749346,-73.969992,620000,600,1927,10017,0.45995471,1800.0
1,0,40.748801,-73.970926,329000,418312,1930,10017,0.417479641,1800.0
1,0,40.752562,-73.96781899999999,995000,500,2001,10017,0.559530804,1800.0
1,0,40.748641,-73.97051,415000,249299,1928,10017,0.456571909,1800.0
2,2,40.754699,-73.96749799999999,1250000,1200,1931,10022,0.34232010700000004,1056.0
2,2,40.754031,-73.96515600000001,749000,1350,1962,10022,0.515614845,1056.0
2,2,40.759331,-73.96497099999999,650000,1400,1968,10022,0.31134588399999996,1056.0
1,0,40.756355,-73.96560699999999,290000,118694,1930,10022,0.331171102,1056.0
8,5,40.757927,-73.959588,31000000,9600,1899,10022,0.526465905,1056.0
2,1,40.759331,-73.96497099999999,475000,539028,1968,10022,0.31134588399999996,1056.0
1,1,40.754031,-73.96515600000001,385000,1000,1962,10022,0.515614845,1056.0
5,3,40.7615,-73.971793,28000000,4019,2015,10022,0.263401014,1056.0
1,2,40.756657000000004,-73.963408,850000,945,1956,10022,0.494914749,1056.0
1,1,40.754031,-73.96515600000001,410000,1000,1962,10022,0.515614845,1056.0
1,1,40.757565,-73.96459399999999,699000,825,1962,10022,0.38186900700000004,1056.0
6,5,40.763197999999996,-73.9692,26800000,6500,1998,10022,0.105663725,1056.0
4,5,40.757571,-73.959521,18000000,4400,1899,10022,0.531573969,1056.0
2,2,40.754554,-73.96445899999999,1295000,1350,1929,10022,0.518347153,1056.0
1,0,40.756640999999995,-73.96552,429000,5145,1900,10022,0.325077545,1056.0
3,4,40.753544,-73.965906,9995000,5000,1910,10022,0.520227045,1056.0
3,3,40.7615,-73.971793,24750000,2633,2015,10022,0.263401014,1056.0
10,4,40.762298,-73.970802,12850000,4850,1916,10022,0.195679646,1056.0
1,1,40.75993,-73.966031,499000,93153,1931,10022,0.229813247,1056.0
10,7,40.76328,-73.970096,28500000,7132,1927,10022,0.174296808,1056.0
4,3,40.760375,-73.960678,3200000,1998,1999,10022,0.488335442,1056.0
1,1,40.758062,-73.966738,455000,68225,1959,10022,0.205374683,1056.0
8,6,40.76328,-73.970096,19950000,7132,1927,10022,0.174296808,1056.0
1,2,40.755815999999996,-73.96551600000001,750000,1000,1939,10022,0.36498258100000003,1056.0
1,0,40.757583000000004,-73.968533,450000,126021,1957,10022,0.051136460999999994,1056.0
1,1,40.755122,-73.96427299999999,875000,950,1956,10022,0.494516371,1056.0
2,1,40.759331,-73.96497099999999,495000,1100,1968,10022,0.31134588399999996,1056.0
1,0,40.757756,-73.968173,465000,550,1962,10022,0.080572395,1056.0
6,6,40.758931,-73.96171600000001,5450000,3200,1899,10022,0.502793608,1056.0
2,3,40.761641,-73.97012,1200000,1500,1926,10022,0.154697938,1056.0
2,2,40.754031,-73.96515600000001,625000,1250,1962,10022,0.515614845,1056.0
3,3,40.756643,-73.96165,1850000,155938,1953,10022,0.640179026,1056.0
2,2,40.755881,-73.96219599999999,1495000,1500,1955,10022,0.617132412,1056.0
1,1,40.756999,-73.9664,729000,650,1977,10022,0.241865095,1056.0
3,4,40.754622999999995,-73.96732800000001,7500000,3500,1899,10022,0.35625114399999996,1056.0
1,1,40.761641,-73.97012,475000,212505,1926,10022,0.154697938,1056.0
1,0,40.759534,-73.963145,350000,450,1930,10022,0.370266405,1056.0
2,1,40.757325,-73.967148,1395000,878,1990,10022,0.171262455,1056.0
3,2,40.7615,-73.971793,11995000,1789,2015,10022,0.263401014,1056.0
2,2,40.762298,-73.973899,9995000,2250,1983,10022,0.25580288100000004,1056.0
2,2,40.759331,-73.96497099999999,725000,1300,1968,10022,0.31134588399999996,1056.0
3,3,40.758598,-73.960098,1500000,1588,1966,10022,0.5572452960000001,1056.0
4,4,40.755173,-73.96669399999999,8350000,5322,1899,10022,0.33474232800000003,1056.0
1,2,40.759331,-73.96497099999999,695000,1400,1968,10022,0.31134588399999996,1056.0
2,2,40.757098,-73.963121,1500000,967300,1968,10022,0.50989992,1056.0
1,0,40.756015999999995,-73.96598900000001,315000,7825,1910,10022,0.319366472,1056.0
2,2,40.761926,-73.970052,1250000,122801,1908,10022,0.137770129,1056.0
4,3,40.7615,-73.971793,20150000,3576,2015,10022,0.263401014,1056.0
11,4,40.75464,-73.96311,10975000,460973,1931,10022,0.606032819,1056.0
11,18,40.755798,-73.966201,7450000,6366,1910,10022,0.317714505,1056.0
1,1,40.755346,-73.962852,750000,825,1952,10022,0.5889128229999999,1056.0
2,3,40.755346,-73.962852,1595000,455000,1952,10022,0.5889128229999999,1056.0
2,2,40.756005,-73.96400200000001,1250000,887,1972,10022,0.470204704,1056.0
4,4,40.756,-73.9719,10750000,2756,2019,10022,0.091970049,1056.0
5,5,40.754901000000004,-73.965896,9995000,5759,2000,10022,0.402451436,1056.0
3,2,40.759331,-73.96497099999999,995000,2200,1968,10022,0.31134588399999996,1056.0
4,4,40.758086999999996,-73.960895,6500000,3600,1899,10022,0.617644555,1056.0
1,2,40.755122,-73.96427299999999,770500,900,1956,10022,0.494516371,1056.0
2,2,40.764309000000004,-73.972539,5000000,1500,1928,10022,0.046679654,1056.0
3,2,40.759331,-73.96497099999999,1100000,1800,1968,10022,0.31134588399999996,1056.0
4,4,40.7593,-73.961799,5500000,4800,1929,10022,0.47052853,1056.0
2,1,40.764548,-73.972356,1300000,174780,1963,10022,0.016164791,1056.0
3,3,40.755122,-73.96427299999999,1995000,430000,1956,10022,0.494516371,1056.0
3,3,40.762298,-73.973899,12500000,2509,1983,10022,0.25580288100000004,1056.0
2,2,40.754699,-73.96749799999999,1190000,1268,1931,10022,0.34232010700000004,1056.0
2,2,40.754413,-73.964129,1195000,88181,1930,10022,0.549858596,1056.0
1,1,40.7611,-73.970199,715000,800,1957,10022,0.19440991800000001,1056.0
2,2,40.757657,-73.96606700000001,1995000,1370,2003,10022,0.257587014,1056.0
1,1,40.759498,-73.96459899999999,495000,825,1968,10022,0.30535551699999997,1056.0
7,5,40.763197999999996,-73.9692,13900000,5000,1998,10022,0.105663725,1056.0
5,3,40.753398,-73.964401,6900000,3742,1900,10022,0.6104760260000001,1056.0
1,1,40.762812,-73.968645,750000,850,1963,10022,0.049910809,1056.0
3,3,40.760525,-73.972787,11000000,2950,2006,10022,0.127001342,1056.0
1,1,40.753671000000004,-73.96508100000001,875000,6240,1930,10022,0.5500212520000001,1056.0
4,4,40.757965000000006,-73.960605,1595000,125800,1960,10022,0.609321301,1056.0
2,2,40.759335,-73.97074,1195000,1200,1951,10022,0.112807121,1056.0
3,3,40.754049,-73.963277,5950000,3000,1927,10022,0.631399787,1056.0
2,2,40.762298,-73.973899,2500000,1596,1983,10022,0.25580288100000004,1056.0
1,0,40.759534,-73.963145,339000,400,1930,10022,0.370266405,1056.0
1,1,40.760799,-73.970298,450000,500,1927,10022,0.22378497100000003,1056.0
4,3,40.755699,-73.965301,8950000,3356,2016,10022,0.387189789,1056.0
4,3,40.762289,-73.969785,2750000,2500,1922,10022,0.110023435,1056.0
2,3,40.758755,-73.963607,1275000,1300,1958,10022,0.41730155399999996,1056.0
5,3,40.758303999999995,-73.959474,4500000,247000,1960,10022,0.508943033,1056.0
1,1,40.761829,-73.965664,795000,700,1965,10022,0.041525398,1056.0
1,1,40.755584999999996,-73.969633,600000,600,1928,10022,0.212556474,1056.0
6,5,40.757701000000004,-73.9607,9350000,5400,1930,10022,0.62340272,1056.0
2,1,40.759498,-73.96459899999999,690000,1300,1968,10022,0.30535551699999997,1056.0
2,2,40.760375,-73.960678,1380000,1109,1999,10022,0.488335442,1056.0
2,2,40.757098,-73.963121,995000,940,1968,10022,0.50989992,1056.0
3,4,40.758006,-73.963637,1999999,2200,1960,10022,0.463616265,1056.0
4,5,40.754068,-73.96409399999999,5950000,73095,1925,10022,0.5766234370000001,1056.0
1,0,40.758621999999995,-73.960137,425000,420,1966,10022,0.5603036579999999,1056.0
1,0,40.764309000000004,-73.972539,575000,375,1928,10022,0.046679654,1056.0
10,5,40.759498,-73.96459899999999,2995000,4500,1968,10022,0.30535551699999997,1056.0
1,1,40.760779,-73.968053,729000,750,1960,10022,0.143475301,1056.0
5,5,40.757197999999995,-73.961196,3160000,3875,1938,10022,0.670035307,1056.0
1,0,40.759331,-73.96497099999999,360000,725,1968,10022,0.31134588399999996,1056.0
1,2,40.759706,-73.968919,950000,779,1956,10022,0.20666636300000002,1056.0
3,2,40.762298,-73.973899,3500000,1477,1983,10022,0.25580288100000004,1056.0
1,1,40.755346,-73.962852,769000,455000,1952,10022,0.5889128229999999,1056.0
11,6,40.758701,-73.960899,4500000,6000,1975,10022,0.571399115,1056.0
4,4,40.758829999999996,-73.961694,4100000,2800,1975,10022,0.511816576,1056.0
4,4,40.757197999999995,-73.961196,3149000,2800,1938,10022,0.670035307,1056.0
1,0,40.757218,-73.96119200000001,450000,650,1938,10022,0.670195039,1056.0
6,4,40.762901,-73.97039699999999,9500000,4667,1959,10022,0.17629439,1056.0
2,3,40.759799,-73.965797,1375000,1600,1960,10022,0.245668678,1056.0
2,2,40.759335,-73.97074,1995000,1774,1951,10022,0.112807121,1056.0
3,3,40.760262,-73.966819,3995000,1795,2005,10022,0.201972121,1056.0
4,2,40.758499,-73.97219799999999,9300000,4607,2017,10022,0.11262329900000001,1056.0
3,2,40.758303999999995,-73.959474,1150000,1590,1960,10022,0.508943033,1056.0
3,3,40.75558,-73.961387,2500000,1800,1958,10022,0.692519088,1056.0
2,1,40.759803000000005,-73.966831,1395000,1300,1960,10022,0.251399931,1056.0
4,4,40.758956,-73.96373100000001,3495000,105000,1928,10022,0.392740679,1056.0
1,1,40.754149,-73.96350699999999,599000,850,1929,10022,0.609247628,1056.0
4,4,40.762699,-73.970703,6950000,3800,1929,10022,0.19339789699999999,1056.0
2,2,40.755592,-73.961437,1498500,1350,1958,10022,0.688104457,1056.0
2,2,40.757099,-73.963096,1550000,1400,1968,10022,0.5119742,1056.0
2,3,40.756099,-73.962997,2500000,1956,1983,10022,0.545449576,1056.0
3,2,40.7592,-73.976083,3250000,1800,1973,10022,0.124424251,1056.0
2,2,40.757098,-73.963121,1185000,967300,1968,10022,0.50989992,1056.0
2,1,40.759498,-73.96459899999999,590000,1100,1968,10022,0.30535551699999997,1056.0
2,2,40.756698,-73.967597,2375000,1350,2006,10022,0.16421635199999998,1056.0
2,1,40.762298,-73.973899,3100000,1510,1983,10022,0.25580288100000004,1056.0
2,2,40.755592,-73.961437,1845000,510547,1958,10022,0.688104457,1056.0
2,2,40.762733000000004,-73.970731,1499000,1400,1929,10022,0.196647049,1056.0
2,2,40.762253,-73.970772,3495000,1600,1916,10022,0.19312611300000002,1056.0
4,3,40.761798,-73.96970300000001,3900000,3254,1975,10022,0.115478118,1056.0
2,1,40.757098,-73.963121,675000,967300,1968,10022,0.50989992,1056.0
2,2,40.760356,-73.961439,1515000,1108,1999,10022,0.432312966,1056.0
2,1,40.762298,-73.973899,2900000,1115,1983,10022,0.25580288100000004,1056.0
6,9,40.726168,-74.002933,15995000,7448,1900,10012,0.089181773,3804.0
4,4,40.724098,-74.004116,6550000,3864,1901,10012,0.16739683800000002,3804.0
7,6,40.729301,-73.999702,15995000,7436,2014,10012,0.232452705,3804.0
4,5,40.728463,-74.001471,12500000,3360,1899,10012,0.292498631,3804.0
1,1,40.728547999999996,-73.995069,699000,704,1888,10012,0.204671658,3804.0
5,4,40.724257,-74.001642,7995000,4131,1920,10012,0.23066395899999997,3804.0
5,4,40.721697999999996,-73.999099,24995000,5852,2016,10012,0.159806171,3804.0
3,3,40.726359,-74.000617,4995000,4053,1903,10012,0.27751380800000003,3804.0
2,2,40.728721,-73.998626,4500000,1800,1985,10012,0.33743298200000005,3804.0
5,5,40.724399,-74.000198,15000000,7500,1900,10012,0.18948027,3804.0
5,4,40.722999,-74.001701,20000000,5874,2015,10012,0.311155633,3804.0
2,2,40.721799,-73.998494,3995000,1586,2005,10012,0.110694178,3804.0
7,4,40.724546999999994,-74.004168,12950000,6709,2015,10012,0.11729044599999999,3804.0
2,2,40.723098,-74.001297,6995000,2180,1877,10012,0.309704589,3804.0
5,4,40.725497999999995,-73.9944,15500000,3528,2019,10012,0.02871208,3804.0
1,1,40.722957,-73.996144,725000,5800,1880,10012,0.09834372599999999,3804.0
3,3,40.728099,-73.9943,4775000,1874,2017,10012,0.204704435,3804.0
5,4,40.728099,-73.9943,8950000,3303,2017,10012,0.204704435,3804.0
3,3,40.728967,-73.99854,2995000,1400,1928,10012,0.32140104199999997,3804.0
1,1,40.726277,-74.00125200000001,650000,500,1920,10012,0.223963073,3804.0
2,1,40.722817,-74.00088000000001,1595000,1203,1873,10012,0.29397449600000003,3804.0
3,2,40.722574,-73.994385,9500000,33058,2007,10012,0.20847086,3804.0
1,1,40.730244,-74.001356,1495000,850,1940,10012,0.094441925,3804.0
2,1,40.724564,-73.999403,4995000,2800,1900,10012,0.126455865,3804.0
1,1,40.722198,-73.995903,1165000,625,1900,10012,0.077219081,3804.0
4,3,40.724185,-73.996275,7495000,3000,1900,10012,0.102130527,3804.0
1,1,40.722406,-73.998411,1495000,76550,1900,10012,0.082100538,3804.0
4,4,40.729301,-73.998199,8750000,1800,1982,10012,0.31699762800000003,3804.0
3,2,40.7252,-74.001899,13500000,3593,1900,10012,0.161446603,3804.0
1,0,40.727127,-73.995936,500000,196920,1930,10012,0.15575256699999998,3804.0
5,4,40.723136,-74.00061099999999,10950000,4350,1900,10012,0.25620709399999997,3804.0
1,1,40.727445,-74.002889,799000,33100,1963,10012,0.165913179,3804.0
3,3,40.724694,-74.000365,4295000,2300,1900,10012,0.208580942,3804.0
2,0,40.725215999999996,-74.003639,2800000,2300,2001,10012,0.041811062999999996,3804.0
3,3,40.725398999999996,-73.997596,8950000,3721,1900,10012,0.088129938,3804.0
2,4,40.727799,-73.994316,3850000,2700,1905,10012,0.198357862,3804.0
1,1,40.722071,-73.996031,850000,1784,1900,10012,0.06878397,3804.0
2,2,40.731497999999995,-74.0,3195000,1900,1860,10012,0.10519487300000001,3804.0
3,3,40.723445,-74.00195,9995000,6000,1900,10012,0.281868124,3804.0
3,0,40.724899,-73.99299599999999,2800000,2000,1900,10012,0.149691306,3804.0
1,0,40.721736,-73.9981,890000,446,2005,10012,0.09170708,3804.0
1,1,40.728103999999995,-73.999628,995000,693,1910,10012,0.355346084,3804.0
4,3,40.7266,-73.992897,15000000,4235,2018,10012,0.146379678,3804.0
1,0,40.726582,-73.99640500000001,500000,400,1961,10012,0.12043365800000001,3804.0
1,1,40.722999,-73.993301,1345000,547,2013,10012,0.157538715,3804.0
2,2,40.721736,-73.9981,2195000,1215,2005,10012,0.09170708,3804.0
1,1,40.728099,-73.99960300000001,1525000,700,1910,10012,0.356618951,3804.0
2,1,40.726632,-74.000757,2699500,2300,1903,10012,0.276485418,3804.0
4,3,40.724601,-74.004124,7750000,2707,2015,10012,0.111830875,3804.0
3,3,40.721697999999996,-73.999099,6900000,2798,2016,10012,0.159806171,3804.0
