bath,bed,latitude,logitude,price,size,year built,zipcode,distance to subway,complaints
1,1,40.738548,-74.00271,1525000,209011,1931,10014,0.11465265699999999,1439.0
1,0,40.732605,-74.002279,649999,58221,1895,10014,0.09703375300000001,1439.0
3,3,40.7341,-74.00969599999999,7950000,2356,2004,10014,0.555625833,1439.0
3,3,40.730899,-74.009803,3750000,1693,2002,10014,0.437015706,1439.0
1,0,40.7341,-74.00969599999999,1550000,682,2004,10014,0.555625833,1439.0
1,1,40.737737,-74.00525400000001,1995000,800,1930,10014,0.30317779699999997,1439.0
3,2,40.726698999999996,-74.006599,2525000,1323,2016,10014,0.148596321,1439.0
2,2,40.73721,-74.009248,5250000,1320,2009,10014,0.611170752,1439.0
1,0,40.732605,-74.002279,800000,58221,1895,10014,0.09703375300000001,1439.0
4,3,40.7308,-74.007797,6900000,2244,2018,10014,0.30358862,1439.0
3,3,40.726698999999996,-74.006599,3200000,1631,2016,10014,0.148596321,1439.0
1,1,40.726698999999996,-74.006599,1498000,830,2016,10014,0.148596321,1439.0
2,2,40.739799,-74.00409599999999,2795000,1572,2006,10014,0.109091139,1439.0
3,2,40.730499,-74.007499,5100000,2038,2019,10014,0.261788763,1439.0
3,3,40.726698999999996,-74.006599,3910000,1778,2016,10014,0.148596321,1439.0
2,3,40.82438,-73.94949,502600,1108,1910,10031,0.216034161,2091.0
3,5,40.82549,-73.945355,1200000,2560,1910,10031,0.131995356,2091.0
1,3,40.828899,-73.943298,279000,960,1926,10031,0.250140988,2091.0
1,1,40.825853,-73.945647,275000,550,1909,10031,0.157849561,2091.0
2,3,40.827586,-73.948574,599000,42528,1940,10031,0.17913137399999998,2091.0
1,2,40.821766,-73.950546,430000,17216,1910,10031,0.28067758,2091.0
3,5,40.830721000000004,-73.94633499999999,2745000,3300,1899,10031,0.37064941799999995,2091.0
2,2,40.829947,-73.949653,965000,1253,1912,10031,0.373033402,2091.0
1,1,40.829531,-73.945448,275000,9130,1900,10031,0.35096001200000004,2091.0
6,6,40.824833,-73.94515899999999,2550000,4500,1901,10031,0.068245787,2091.0
5,8,40.82697,-73.945184,2350000,4015,1901,10031,0.190017097,2091.0
5,4,40.823584999999994,-73.94830400000001,5850000,5423,1926,10031,0.278170364,2091.0
1,3,40.822299,-73.953796,325000,920,1910,10031,0.087246434,2091.0
2,2,40.823834999999995,-73.943911,750000,1100,1957,10031,0.047079347,2091.0
7,6,40.825839,-73.946375,2650000,5500,2013,10031,0.21498304399999998,2091.0
5,5,40.823437,-73.946761,3850000,4471,1910,10031,0.15528525,2091.0
1,3,40.822299,-73.954002,399000,766,1910,10031,0.08165027799999999,2091.0
1,3,40.821098,-73.95099599999999,600000,1200,1905,10031,0.24389439100000002,2091.0
3,3,40.826099,-73.943,1200000,2431,1890,10031,0.068653584,2091.0
6,11,40.824908,-73.943712,5250000,8100,1910,10031,0.078157919,2091.0
4,7,40.825271,-73.945021,1850000,3037,1926,10031,0.11021554900000001,2091.0
4,5,40.828018,-73.946901,2375000,3172,1926,10031,0.321386257,2091.0
0,4,40.828897999999995,-73.945888,1499000,3564,1910,10031,0.404572492,2091.0
4,8,40.82358,-73.946656,2900000,4915,1920,10031,0.142041817,2091.0
1,2,40.8232,-73.955101,560000,800,1910,10031,0.194286097,2091.0
5,4,40.82889,-73.94704,2200000,2909,1900,10031,0.372641324,2091.0
1,2,40.824501,-73.949203,499999,531,1920,10031,0.21367678399999998,2091.0
2,3,40.829299,-73.94339699999999,1075000,1354,1920,10031,0.22079963800000002,2091.0
3,6,40.82335,-73.946401,2995000,3564,1899,10031,0.13158104699999998,2091.0
1,1,40.831718,-73.94906999999999,469718,660,1920,10031,0.43263159100000004,2091.0
1,2,40.827201,-73.94380100000001,620000,797,1951,10031,0.175577293,2091.0
4,5,40.824159,-73.947727,3600000,4708,1899,10031,0.228801846,2091.0
3,5,40.822734000000004,-73.94822099999999,3500000,4500,1901,10031,0.299124961,2091.0
1,15,40.8218,-73.950401,2999999,3400,1926,10031,0.293261082,2091.0
2,2,40.8218,-73.950401,3250000,3400,1926,10031,0.293261082,2091.0
1,1,40.827201,-73.94380100000001,510000,679,1951,10031,0.175577293,2091.0
2,1,40.829538,-73.943584,818000,1188,1920,10031,0.214316384,2091.0
1,1,40.828998,-73.947303,810000,775,1910,10031,0.36635785,2091.0
1,1,40.828998,-73.947303,795000,782,1910,10031,0.36635785,2091.0
4,5,40.832685,-73.940573,2000000,3213,1899,10032,0.18697378899999997,4026.0
1,2,40.8339,-73.94319899999999,125000,650,1925,10032,0.119632906,4026.0
1,3,40.833698,-73.941001,215000,600,1907,10032,0.181029605,4026.0
1,2,40.833698,-73.941001,199000,600,1907,10032,0.181029605,4026.0
1,3,40.835601000000004,-73.942199,285000,700,1910,10032,0.17742759600000002,4026.0
4,6,40.835836,-73.941926,1425000,3470,1901,10032,0.150916061,4026.0
1,3,40.835498,-73.944801,459000,1200,1912,10032,0.140494806,4026.0
2,3,40.832599,-73.940101,550000,1200,1923,10032,0.195380416,4026.0
1,1,40.829371,-73.940037,299000,650,1917,10032,0.194175474,4026.0
1,2,40.833723,-73.941195,375000,900,1910,10032,0.185661624,4026.0
1,2,40.833931,-73.943214,275000,750,1925,10032,0.11855137,4026.0
2,2,40.830436,-73.94296700000001,700000,1188,1899,10032,0.12024559,4026.0
1,4,40.831726,-73.94072299999999,540000,900,1910,10032,0.08518721300000001,4026.0
7,5,40.835498,-73.945999,3300000,4384,1930,10032,0.15303193699999998,4026.0
6,9,40.840569,-73.937219,2150000,2052,1899,10032,0.17208700300000002,4026.0
1,2,40.835314000000004,-73.946499,635000,818,1900,10032,0.160579525,4026.0
1,2,40.831726,-73.94072299999999,389000,650,1910,10032,0.08518721300000001,4026.0
2,2,40.837174,-73.941244,795000,995,2008,10032,0.166202147,4026.0
1,2,40.837292,-73.948074,810000,318505,1941,10032,0.414994378,4026.0
1,2,40.835177,-73.946931,799000,1180,1920,10032,0.17844549999999998,4026.0
1,1,40.834987,-73.948515,498000,674,1920,10032,0.291499528,4026.0
1,2,40.832868,-73.940478,400000,34230,1910,10032,0.208827084,4026.0
2,2,40.83453,-73.947028,789000,1100,1911,10032,0.15793084300000002,4026.0
1,1,40.835153000000005,-73.94753100000001,550000,705,1926,10032,0.220692045,4026.0
1,1,40.834987,-73.948515,499000,684,1920,10032,0.291499528,4026.0
3,2,40.836534,-73.93867900000001,889000,1270,2006,10032,0.13952304699999998,4026.0
1,1,40.829371,-73.940037,385000,825,1917,10032,0.194175474,4026.0
1,1,40.834987,-73.948515,599888,852,1920,10032,0.291499528,4026.0
1,2,40.83453,-73.947028,850000,925,1911,10032,0.15793084300000002,4026.0
1,0,40.838501,-73.936724,650000,860,2014,10032,0.327514122,4026.0
1,0,40.83867,-73.936988,678000,1070,2014,10032,0.298838579,4026.0
1,1,40.834987,-73.948515,625000,925,1920,10032,0.291499528,4026.0
3,4,40.871525,-73.91627,1675000,2167,1920,10034,0.21364848,4510.0
1,2,40.871639,-73.91667199999999,419999,62110,1951,10034,0.241007017,4510.0
1,2,40.872434000000005,-73.917707,599000,950,1926,10034,0.36296727700000003,4510.0
1,2,40.863861,-73.92307,499000,837,1925,10034,0.326973327,4510.0
2,2,40.870631,-73.917064,669000,1200,1939,10034,0.184514223,4510.0
1,1,40.870891,-73.91554000000001,349000,800,1949,10034,0.125993572,4510.0
1,2,40.871029,-73.916449,499000,950,1939,10034,0.17451269600000002,4510.0
1,1,40.866824,-73.930304,325000,66456,1926,10034,0.249132105,4510.0
1,1,40.863096,-73.918112,335000,815,1946,10034,0.14449172400000002,4510.0
2,2,40.870973,-73.917393,639000,87400,1939,10034,0.228375253,4510.0
2,2,40.871238,-73.9179,725000,1280,1937,10034,0.28019732399999997,4510.0
1,1,40.872434000000005,-73.917707,365000,700,1926,10034,0.36296727700000003,4510.0
1,1,40.872023999999996,-73.918951,375000,755,1966,10034,0.403256558,4510.0
1,1,40.871683000000004,-73.917822,399000,800,1939,10034,0.30641757,4510.0
1,1,40.870537,-73.916178,370000,106983,1941,10034,0.11843965099999999,4510.0
2,3,40.871101,-73.916397,1060000,1800,1939,10034,0.178320161,4510.0
1,1,40.870611,-73.91793100000001,419000,825,1925,10034,0.24722469600000002,4510.0
1,0,40.870891,-73.91554000000001,249000,400,1949,10034,0.125993572,4510.0
1,1,40.870708,-73.916575,425000,800,1939,10034,0.15591211800000002,4510.0
1,1,40.871316,-73.915755,399999,767,1925,10034,0.176349024,4510.0
1,0,40.87095,-73.916133,269000,475,1939,10034,0.152013793,4510.0
1,2,40.871101,-73.916397,629000,950,1939,10034,0.178320161,4510.0
1,1,40.872023999999996,-73.918951,399000,800,1966,10034,0.403256558,4510.0
1,1,40.758351,-73.95349399999999,880000,682,2007,10044,0.07395043,846.0
2,3,40.759483,-73.95217099999999,2225000,1489,2004,10044,0.12377650800000001,846.0
3,4,40.7621,-73.949798,1700000,1782,1975,10044,0.46376501,846.0
4,3,40.769816999999996,-73.956307,2000000,1862,1987,10021,0.496745385,1281.0
4,5,40.768212,-73.962373,16950000,7200,1910,10021,0.134162289,1281.0
1,2,40.767216,-73.955344,975000,238180,1962,10021,0.7239599959999999,1281.0
10,7,40.770028,-73.96398,28000000,10235,1910,10021,0.22822594100000002,1281.0
2,2,40.76978,-73.961047,949000,325680,1962,10021,0.321063887,1281.0
7,5,40.772998,-73.963996,41000000,10088,1910,10021,0.333577701,1281.0
11,11,40.7714,-73.966003,26495000,10145,1900,10021,0.41006497299999994,1281.0
2,2,40.771673,-73.966696,1195000,80860,1948,10021,0.462060556,1281.0
5,4,40.77,-73.959701,5975000,3300,2006,10021,0.38841998200000005,1281.0
1,0,40.770981,-73.96430600000001,450000,450,1951,10021,0.333758891,1281.0
7,7,40.768898,-73.96400899999999,16900000,8000,1901,10021,0.102954205,1281.0
2,2,40.7677,-73.961097,1725000,1350,1929,10021,0.236581105,1281.0
9,12,40.768198999999996,-73.962501,10900000,10050,1920,10021,0.123437695,1281.0
1,2,40.769816999999996,-73.956307,775000,800,1987,10021,0.496745385,1281.0
5,5,40.773498,-73.964897,12900000,6102,1910,10021,0.40144666799999995,1281.0
5,4,40.772481,-73.966445,9950000,163600,1959,10021,0.535558764,1281.0
4,4,40.766482,-73.959369,6750000,3952,1899,10021,0.41116453700000005,1281.0
8,6,40.768844,-73.963879,12750000,8046,1920,10021,0.09920982099999999,1281.0
1,0,40.769061,-73.957452,355000,425,1910,10021,0.526695967,1281.0
2,2,40.769816999999996,-73.956307,1150000,148594,1987,10021,0.496745385,1281.0
4,4,40.774136,-73.965389,4888000,3000,1955,10021,0.445461093,1281.0
3,2,40.778365,-73.975598,15000000,2000,1929,10021,0.217405968,1281.0
1,1,40.769046,-73.957792,640000,770,1957,10021,0.518876354,1281.0
10,8,40.768992,-73.96033800000001,13500000,10550,1982,10021,0.325025037,1281.0
4,3,40.770988,-73.960842,18500000,5700,1920,10021,0.29582158,1281.0
5,5,40.77285,-73.96363000000001,12900000,6102,1910,10021,0.30807450399999997,1281.0
5,5,40.7732,-73.966003,19950000,3900,1950,10021,0.49687506600000003,1281.0
5,7,40.769752000000004,-73.962144,9950000,4320,1910,10021,0.256784435,1281.0
6,6,40.771640000000005,-73.960421,12285000,6800,1910,10021,0.21580460699999998,1281.0
3,3,40.769795,-73.966134,1795000,2546,1920,10021,0.260421063,1281.0
1,1,40.769816999999996,-73.956307,820000,769,1987,10021,0.496745385,1281.0
3,4,40.767928000000005,-73.957038,3695000,2800,1988,10021,0.577758109,1281.0
1,1,40.771589,-73.96459899999999,625000,15192,1930,10021,0.402754761,1281.0
2,3,40.771598,-73.959701,3850000,2300,1961,10021,0.210744066,1281.0
3,4,40.7677,-73.958801,2549000,1800,1961,10021,0.429625593,1281.0
2,3,40.771708000000004,-73.964517,1800000,1523,1959,10021,0.415405604,1281.0
5,4,40.768171,-73.956151,5750000,3637,2013,10021,0.653308453,1281.0
3,3,40.772667,-73.966411,3700000,2700,1925,10021,0.540106514,1281.0
5,6,40.7691,-73.9635,12250000,7103,1910,10021,0.13690207599999998,1281.0
3,3,40.770208000000004,-73.958986,1415000,74726,1930,10021,0.369645658,1281.0
1,0,40.765977,-73.952827,429000,491,1964,10021,0.776131322,1281.0
1,1,40.769001,-73.957801,779000,826,1957,10021,0.523420056,1281.0
3,3,40.76978,-73.961047,1450000,1600,1962,10021,0.321063887,1281.0
1,1,40.767720000000004,-73.955427,750000,750,1961,10021,0.7135610990000001,1281.0
1,0,40.769026000000004,-73.951759,428000,439,1956,10021,0.830236587,1281.0
2,2,40.7729,-73.9657,2990000,1350,1926,10021,0.476354404,1281.0
3,4,40.770877,-73.96378,4500000,130533,1914,10021,0.323760058,1281.0
4,3,40.767288,-73.961761,2995000,1957,1991,10021,0.190987756,1281.0
3,4,40.7718,-73.96479699999999,15500000,4988,1920,10021,0.427840847,1281.0
3,3,40.771681,-73.959515,2495000,2200,1961,10021,0.201849771,1281.0
1,1,40.767993,-73.95891999999999,949000,1000,1961,10021,0.41946976,1281.0
1,0,40.770981,-73.96430600000001,562000,550,1951,10021,0.333758891,1281.0
1,1,40.766919,-73.95925799999999,567000,206278,1963,10021,0.40461221700000005,1281.0
4,4,40.770401,-73.96749799999999,4500000,3900,1938,10021,0.388045691,1281.0
1,1,40.769206,-73.95364000000001,495000,600,1963,10021,0.695805254,1281.0
3,3,40.769206,-73.95364000000001,1285000,1200,1963,10021,0.695805254,1281.0
1,0,40.771143,-73.964105,565000,550,1951,10021,0.35165209700000005,1281.0
1,1,40.769816999999996,-73.956307,750000,148594,1987,10021,0.496745385,1281.0
5,3,40.770171000000005,-73.965099,20000000,203490,1928,10021,0.25557012,1281.0
10,5,40.766857,-73.952647,8495000,4323,1985,10021,0.8748688259999999,1281.0
1,1,40.769046,-73.957792,619000,700,1955,10021,0.518876354,1281.0
3,3,40.77042,-73.96491800000001,4900000,2782,1928,10021,0.278272046,1281.0
4,4,40.77,-73.95369699999999,3288300,2475,1999,10021,0.634760432,1281.0
6,4,40.771305,-73.96347,9500000,3500,1927,10021,0.37438993,1281.0
4,4,40.772899,-73.9654,13800000,4000,1920,10021,0.451546231,1281.0
2,2,40.766853999999995,-73.955025,1795000,1263,1990,10021,0.7556190759999999,1281.0
3,4,40.7677,-73.958801,2395000,2000,1961,10021,0.429625593,1281.0
2,2,40.772855,-73.961334,1195000,1000,1925,10021,0.135596945,1281.0
2,2,40.772456,-73.962356,2475000,1600,1960,10021,0.23058905100000002,1281.0
3,3,40.765813,-73.95198,1895000,1950,1962,10021,0.766627515,1281.0
1,1,40.77089,-73.954925,889000,850,1963,10021,0.49264073799999997,1281.0
3,3,40.771825,-73.962824,2450000,1575,1940,10021,0.305477407,1281.0
1,1,40.772448,-73.961552,595000,56500,1923,10021,0.180751747,1281.0
1,1,40.770208000000004,-73.958986,1050000,950,1930,10021,0.369645658,1281.0
2,2,40.77089,-73.954925,1695000,1500,1963,10021,0.49264073799999997,1281.0
2,2,40.766486,-73.95324699999999,1925000,1250,1988,10021,0.830910268,1281.0
1,2,40.7742,-73.9626,1095000,640,1883,10021,0.21580482,1281.0
3,4,40.772201,-73.961799,3999500,2300,1928,10021,0.215127276,1281.0
5,4,40.767897999999995,-73.957,3395000,2808,1988,10021,0.580926226,1281.0
4,4,40.774101,-73.963401,6495000,2442,1928,10021,0.27918403,1281.0
2,2,40.771257,-73.960472,1125000,159929,1966,10021,0.25788531800000003,1281.0
2,2,40.771673,-73.966696,1495000,80860,1948,10021,0.462060556,1281.0
5,3,40.771809999999995,-73.967073,4900000,170106,1960,10021,0.490623875,1281.0
1,1,40.769762,-73.960254,895000,800,1966,10021,0.37250495899999997,1281.0
3,2,40.771809999999995,-73.967073,2495000,2000,1960,10021,0.490623875,1281.0
1,1,40.769206,-73.95364000000001,925000,900,1963,10021,0.695805254,1281.0
6,5,40.770432,-73.96375,19950000,5479,1940,10021,0.274911785,1281.0
8,5,40.771784999999994,-73.961947,18500000,6785,1910,10021,0.259169934,1281.0
7,5,40.7718,-73.961997,18500000,6785,1910,10021,0.26033753600000004,1281.0
1,1,40.767877,-73.960828,720000,599,1900,10021,0.25854394,1281.0
1,1,40.766853999999995,-73.955025,995000,750,1990,10021,0.7556190759999999,1281.0
7,4,40.770099,-73.962097,9800000,3543,1914,10021,0.29124053,1281.0
4,3,40.770171000000005,-73.965099,23000000,203490,1928,10021,0.25557012,1281.0
2,2,40.768027000000004,-73.962896,2245000,914921,1959,10021,0.086331071,1281.0
1,2,40.774219,-73.962604,1295000,36694,1883,10021,0.21671548899999998,1281.0
1,1,40.771469,-73.96001600000001,570000,600,1915,10021,0.22705748399999998,1281.0
6,4,40.770244,-73.96683900000001,15995000,4167,1926,10021,0.336951942,1281.0
3,2,40.773101000000004,-73.95995699999999,5900000,1961,1999,10021,0.050295680999999995,1281.0
1,0,40.767038,-73.958821,499000,500,1959,10021,0.437291453,1281.0
3,3,40.7705,-73.96320300000001,3995000,2833,1963,10021,0.291886437,1281.0
6,4,40.7728,-73.962997,10750000,4150,1925,10021,0.259652758,1281.0
2,2,40.769858,-73.959346,1495000,1250,1929,10021,0.405052048,1281.0
3,3,40.769797,-73.955249,2495000,1600,1985,10021,0.553908186,1281.0
1,1,40.772,-73.95733800000001,599000,750,1962,10021,0.256438305,1281.0
2,3,40.772511,-73.960341,2200000,45621,1925,10021,0.123375076,1281.0
4,3,40.769532,-73.96551099999999,3500000,173720,1960,10021,0.20577944199999998,1281.0
2,2,40.779042,-73.97601,2995000,1600,1959,10021,0.277457899,1281.0
2,2,40.773173,-73.966025,1999000,1045,1950,10021,0.499040417,1281.0
2,2,40.766042,-73.952338,2100000,1280,1988,10021,0.787413791,1281.0
4,3,40.772727,-73.962147,2850000,101056,1917,10021,0.1991908,1281.0
3,3,40.770099,-73.963798,4227000,1781,1982,10021,0.23767504899999997,1281.0
2,2,40.773262,-73.96129499999999,1299000,105913,1961,10021,0.10765541699999999,1281.0
2,1,40.770618,-73.96731899999999,1395000,750,1938,10021,0.39489947299999995,1281.0
3,2,40.774398,-73.962997,4950000,1670,1930,10021,0.254267603,1281.0
3,3,40.770208000000004,-73.958986,2095000,1385,1930,10021,0.369645658,1281.0
1,2,40.772,-73.95733800000001,895000,39375,1962,10021,0.256438305,1281.0
3,4,40.770475,-73.95755,4995000,2328,2008,10021,0.379682984,1281.0
3,2,40.767288,-73.961761,3000000,1401,1991,10021,0.190987756,1281.0
1,1,40.768786,-73.950896,595000,760,1964,10021,0.904706317,1281.0
4,4,40.770244,-73.96683900000001,15000000,3900,1926,10021,0.336951942,1281.0
3,3,40.769778,-73.96029200000001,2650000,1814,1966,10021,0.370891653,1281.0
3,2,40.771809999999995,-73.967073,6950000,170106,1960,10021,0.490623875,1281.0
1,0,40.767329,-73.959917,399000,206511,1957,10021,0.340477904,1281.0
1,2,40.767993,-73.95891999999999,899000,1050,1961,10021,0.41946976,1281.0
3,2,40.773173,-73.966025,7000000,2000,1950,10021,0.499040417,1281.0
4,4,40.768198999999996,-73.950103,3200000,2930,1986,10021,0.9970465890000001,1281.0
6,5,40.768699,-73.953598,5750000,3212,2007,10021,0.738018253,1281.0
1,0,40.769858,-73.959346,375000,450,1929,10021,0.405052048,1281.0
4,4,40.770432,-73.96375,19695000,4336,1940,10021,0.274911785,1281.0
3,2,40.766853999999995,-73.955025,1750000,1440,1990,10021,0.7556190759999999,1281.0
3,3,40.769940999999996,-73.95835600000001,2275000,88955,1936,10021,0.40992259799999997,1281.0
4,3,40.766857,-73.952647,3995000,1950,1985,10021,0.8748688259999999,1281.0
2,2,40.771139,-73.964646,2150000,1250,1928,10021,0.353358319,1281.0
3,2,40.771825,-73.962824,2150000,143244,1940,10021,0.305477407,1281.0
2,2,40.7685,-73.956929,1295000,84823,1927,10021,0.591148597,1281.0
1,1,40.773262,-73.96129499999999,930000,105913,1961,10021,0.10765541699999999,1281.0
3,3,40.770538,-73.96321999999999,2490000,2066,1963,10021,0.295549609,1281.0
2,2,40.765813,-73.95198,1625000,1650,1962,10021,0.766627515,1281.0
3,3,40.766853999999995,-73.955025,2250000,1880,1990,10021,0.7556190759999999,1281.0
4,3,40.770244,-73.96683900000001,7988000,3023,1926,10021,0.336951942,1281.0
2,2,40.770787,-73.960574,1275000,1130,1958,10021,0.310602351,1281.0
1,1,40.765977,-73.952827,550000,188446,1964,10021,0.776131322,1281.0
2,2,40.768366,-73.961972,1950000,1340,1986,10021,0.17156965600000001,1281.0
1,1,40.777136,-73.956631,379990,550,1920,10028,0.258947981,2692.0
6,7,40.780063,-73.960415,21975000,14403,1930,10028,0.385460907,2692.0
1,1,40.777484,-73.957458,369000,450,1928,10028,0.256453663,2692.0
9,6,40.778358000000004,-73.959541,17250000,8575,1923,10028,0.330097384,2692.0
7,6,40.777777,-73.96208399999999,25000000,6840,1901,10028,0.476681876,2692.0
10,6,40.777009,-73.960261,22995000,8147,1915,10028,0.35963705100000004,2692.0
7,5,40.774233,-73.953687,6950000,5100,1901,10028,0.500985799,2692.0
2,2,40.776677,-73.948155,799000,800,1929,10028,0.678687319,2692.0
4,5,40.775557,-73.944609,3995000,2800,1899,10028,1.001972742,2692.0
2,3,40.778296999999995,-73.95739,1995000,1385,1915,10028,0.18052421800000001,2692.0
1,2,40.777271999999996,-73.951048,795000,9999,1925,10028,0.432436374,2692.0
1,1,40.774045,-73.952053,487500,500,1963,10028,0.635562309,2692.0
9,6,40.778197999999996,-73.961898,9900000,6093,1915,10028,0.515650752,2692.0
1,2,40.7728,-73.948196,590000,750,1900,10028,0.944565082,2692.0
1,1,40.774337,-73.94780300000001,550000,900,1910,10028,0.846429207,2692.0
1,2,40.77568,-73.954695,958800,900,1927,10028,0.40566574,2692.0
3,3,40.781304,-73.959496,2995000,263334,1926,10028,0.36364398200000003,2692.0
1,1,40.775488,-73.955476,825000,593,2007,10028,0.404034806,2692.0
1,3,40.775771,-73.95142,899000,1000,1920,10028,0.5170487020000001,2692.0
7,5,40.778177,-73.961862,17500000,6150,1901,10028,0.512511017,2692.0
2,2,40.7788,-73.95749599999999,1395000,1200,1917,10028,0.153177419,2692.0
3,4,40.775002,-73.9496,5950000,2040,1890,10028,0.6846665059999999,2692.0
2,2,40.780319,-73.960252,1195000,1200,1925,10028,0.378049465,2692.0
7,6,40.778203999999995,-73.961926,9900000,6093,1915,10028,0.517005511,2692.0
8,6,40.779499,-73.958297,28500000,7888,2018,10028,0.201435947,2692.0
1,1,40.772737,-73.948173,460000,750,1920,10028,0.951168482,2692.0
7,6,40.777088,-73.96045,20000000,7700,1924,10028,0.369552301,2692.0
1,0,40.774921,-73.951367,299999,440,1920,10028,0.594271298,2692.0
1,1,40.777102,-73.956551,435000,425,1910,10028,0.259946263,2692.0
8,7,40.7784,-73.953796,14800000,6000,2007,10028,0.169982258,2692.0
1,0,40.777885999999995,-73.95643100000001,415000,97893,1962,10028,0.17631097699999998,2692.0
2,2,40.772544,-73.946061,1195000,296940,1962,10028,1.088940835,2692.0
1,0,40.775013,-73.949404,525000,550,1964,10028,0.6957851290000001,2692.0
3,3,40.779616,-73.960933,1995000,1760,1955,10028,0.423677071,2692.0
4,4,40.7723,-73.946998,4750000,3200,1988,10028,1.052976926,2692.0
2,2,40.776517,-73.948145,1295000,1200,1961,10028,0.687228389,2692.0
10,8,40.777099,-73.960403,8950000,7365,1921,10028,0.37042348399999997,2692.0
3,3,40.773573999999996,-73.94613199999999,3250000,2010,2000,10028,1.008869889,2692.0
3,3,40.780481,-73.95649,1995000,1500,1924,10028,0.10682890800000001,2692.0
2,3,40.780811,-73.96023100000001,2300000,242861,1959,10028,0.393669665,2692.0
4,3,40.777821,-73.962683,13500000,3750,1930,10028,0.501495334,2692.0
2,2,40.776677,-73.948155,949000,1000,1929,10028,0.678687319,2692.0
3,3,40.779098,-73.955398,6500000,2480,2007,10028,0.021026469,2692.0
4,4,40.778003999999996,-73.962546,10800000,4118,1926,10028,0.514978829,2692.0
2,2,40.777249,-73.956898,1495000,1400,1961,10028,0.257318673,2692.0
2,3,40.780755,-73.95783,2295000,64922,1910,10028,0.211870736,2692.0
3,2,40.777875,-73.95522700000001,1700000,1254,1987,10028,0.157725764,2692.0
2,2,40.779235,-73.961525,2895000,2125,1929,10028,0.473913785,2692.0
3,3,40.780811,-73.96023100000001,1999000,1500,1913,10028,0.393669665,2692.0
1,1,40.774316,-73.951909,800000,717,1998,10028,0.627466886,2692.0
2,2,40.775458,-73.94674599999999,925000,1250,1958,10028,0.846918781,2692.0
1,0,40.774799,-73.94899699999999,525000,550,1964,10028,0.7370982,2692.0
5,4,40.779499,-73.958297,15000000,3881,2018,10028,0.201435947,2692.0
1,0,40.775994,-73.948808,349000,775,1959,10028,0.6678015079999999,2692.0
1,1,40.776592,-73.94832199999999,530000,33500,1910,10028,0.670168192,2692.0
1,1,40.776592,-73.94832199999999,740000,700,1910,10028,0.670168192,2692.0
3,3,40.7779,-73.9552,3395000,2200,1987,10028,0.155248004,2692.0
2,2,40.777008,-73.952164,1795000,1150,1987,10028,0.374538518,2692.0
3,3,40.779616,-73.960933,2500000,1900,1955,10028,0.423677071,2692.0
2,3,40.776284999999994,-73.948339,1320000,1400,1973,10028,0.6848464590000001,2692.0
6,5,40.779201,-73.95850300000001,5200000,3800,1916,10028,0.220757652,2692.0
1,1,40.774840999999995,-73.94524399999999,599000,1000,1929,10028,0.990752362,2692.0
2,3,40.776284999999994,-73.948339,1450000,384646,1973,10028,0.6848464590000001,2692.0
2,2,40.776845,-73.948923,1195000,184745,1963,10028,0.612330223,2692.0
4,4,40.772399,-73.947303,4950000,2637,2015,10028,1.027578079,2692.0
1,1,40.780811,-73.96023100000001,1100000,1300,1913,10028,0.393669665,2692.0
1,1,40.778583000000005,-73.952678,850000,827,1981,10028,0.24551711399999998,2692.0
5,5,40.7714,-73.947898,10895000,4737,2017,10028,1.013605495,2692.0
2,2,40.78163,-73.959891,3180000,1800,1960,10028,0.410604094,2692.0
1,2,40.772544,-73.946061,945000,900,1962,10028,1.088940835,2692.0
2,2,40.771752,-73.94659399999999,1195000,1100,1951,10028,1.1125690190000002,2692.0
4,4,40.772494,-73.946751,2895000,2400,1973,10028,1.051537983,2692.0
3,2,40.775436,-73.95140699999999,1500000,1675,1925,10028,0.54641773,2692.0
3,3,40.778971000000006,-73.96176700000001,3390000,196727,1925,10028,0.49666665600000004,2692.0
4,4,40.771999,-73.947402,12785990,3645,2019,10028,1.040719709,2692.0
3,2,40.778595,-73.96217,2400000,1400,1978,10028,0.536374024,2692.0
2,3,40.7723,-73.9463,1685000,222200,1953,10028,1.093528944,2692.0
3,2,40.778003999999996,-73.962546,6995000,2596,1926,10028,0.514978829,2692.0
4,4,40.774316,-73.951909,4200000,2758,1998,10028,0.627466886,2692.0
1,1,40.775475,-73.95246999999999,545000,33580,1925,10028,0.49199064,2692.0
2,1,40.777374,-73.959739,2000000,1191,1929,10028,0.398036966,2692.0
4,3,40.777821,-73.962683,13500000,3750,1930,10028,0.501495334,2692.0
4,4,40.780604,-73.9564,3650000,3212,2008,10028,0.113990212,2692.0
2,2,40.777673,-73.958549,1500000,128635,1911,10028,0.29900051899999996,2692.0
5,5,40.771999,-73.947402,9895990,3530,2019,10028,1.040719709,2692.0
2,2,40.7733,-73.94830300000001,1199000,1350,1950,10028,0.8967755359999999,2692.0
5,5,40.777999,-73.962501,12000000,4825,1926,10028,0.51292976,2692.0
1,1,40.773789,-73.948476,525000,680,1965,10028,0.847051401,2692.0
1,1,40.778604,-73.953092,639000,700,1983,10028,0.21190511899999998,2692.0
6,5,40.778003999999996,-73.962546,12000000,4825,1926,10028,0.514978829,2692.0
5,4,40.772909999999996,-73.944994,12000000,230940,1930,10028,1.1298111709999998,2692.0
