Neighborhood,bath,bed,latitude,logitude,price,size,year built,zipcode
Gramercy Park and Murray Hill,3.0,2.0,40.747299,-73.98359599999998,2547000.0,1488,2016,10016.0
Gramercy Park and Murray Hill,3.0,3.0,40.747335,-73.98515,2499000.0,1489,2005,10016.0
Gramercy Park and Murray Hill,1.0,1.0,40.747678,-73.976479,579000.0,800,1960,10016.0
Gramercy Park and Murray Hill,1.0,1.0,40.748483,-73.979343,890000.0,11097,1966,10016.0
Gramercy Park and Murray Hill,1.0,2.0,40.747493,-73.979287,1100000.0,35734,1924,10016.0
Gramercy Park and Murray Hill,2.0,2.0,40.747279,-73.978408,1699000.0,1600,1916,10016.0
Gramercy Park and Murray Hill,1.0,1.0,40.74984,-73.98063499999998,717000.0,706,1925,10016.0
Gramercy Park and Murray Hill,1.0,0.0,40.741578,-73.979352,428000.0,500,1962,10016.0
Gramercy Park and Murray Hill,2.0,2.0,40.747335,-73.98515,2250000.0,1446,2005,10016.0
Gramercy Park and Murray Hill,3.0,3.0,40.745498,-73.976799,2699000.0,2017,2007,10016.0
Gramercy Park and Murray Hill,1.0,0.0,40.748003,-73.972835,800000.0,605018,1967,10016.0
Gramercy Park and Murray Hill,2.0,2.0,40.745493,-73.976794,1780000.0,1248,2007,10016.0
Gramercy Park and Murray Hill,1.0,2.0,40.746299,-73.976837,925000.0,,1929,10016.0
Gramercy Park and Murray Hill,1.0,0.0,40.748136,-73.978806,415000.0,375,1955,10016.0
Gramercy Park and Murray Hill,2.0,2.0,40.743963,-73.976411,1430000.0,1137,1962,10016.0
Gramercy Park and Murray Hill,2.0,2.0,40.74856,-73.972497,1195000.0,394086,1963,10016.0
Gramercy Park and Murray Hill,4.5,4.0,40.741766,-73.983296,6200000.0,2341,1927,10016.0
Gramercy Park and Murray Hill,5.0,3.0,40.748494,-73.97724699999998,3000000.0,,1975,10016.0
Gramercy Park and Murray Hill,3.0,4.0,40.743301,-73.975799,3495000.0,2370,1961,10016.0
Gramercy Park and Murray Hill,2.0,2.0,40.746799,-73.97350300000002,1250000.0,1045,2001,10016.0
Gramercy Park and Murray Hill,1.0,1.0,40.746668,-73.97290699999998,850000.0,571,1989,10016.0
Gramercy Park and Murray Hill,4.0,3.0,40.7474,-73.9714,4685000.0,2156,2019,10016.0
Gramercy Park and Murray Hill,1.0,1.0,40.745544,-73.976203,585000.0,91745,1955,10016.0
Gramercy Park and Murray Hill,3.0,2.0,40.74864,-73.979714,2795000.0,1477,2006,10016.0
Gramercy Park and Murray Hill,3.0,2.0,40.745127,-73.985513,3200000.0,1612,2005,10016.0
Gramercy Park and Murray Hill,3.0,2.0,40.748034,-73.978149,2095000.0,1400,1966,10016.0
Gramercy Park and Murray Hill,2.0,2.0,40.750965,-73.982197,2595000.0,1315,2003,10016.0
Gramercy Park and Murray Hill,1.0,1.0,40.741361,-73.981734,739000.0,69300,1963,10016.0
Gramercy Park and Murray Hill,1.0,1.0,40.749194,-73.980008,730000.0,850,1940,10016.0
Gramercy Park and Murray Hill,2.0,2.0,40.749195,-73.977372,2950000.0,1104,2014,10016.0
Gramercy Park and Murray Hill,2.0,2.0,40.7439,-73.984802,2500000.0,1805,1913,10016.0
Gramercy Park and Murray Hill,1.0,1.0,40.746872,-73.979692,750000.0,205000,1969,10016.0
Gramercy Park and Murray Hill,3.0,3.0,40.745601,-73.986297,4725000.0,1784,2019,10016.0
Gramercy Park and Murray Hill,1.0,1.0,40.750965,-73.982197,1095000.0,732,2003,10016.0
Gramercy Park and Murray Hill,1.0,0.0,40.746824,-73.97711600000002,375000.0,450,1955,10016.0
Gramercy Park and Murray Hill,1.0,0.0,40.740899,-73.980942,530000.0,588,1965,10016.0
Gramercy Park and Murray Hill,3.0,3.0,40.746299,-73.972702,3500000.0,2295,1989,10016.0
Gramercy Park and Murray Hill,3.0,2.0,40.743488,-73.98416,3700000.0,1695,1917,10016.0
Gramercy Park and Murray Hill,3.0,2.0,40.745127,-73.985513,2495000.0,1606,2005,10016.0
Gramercy Park and Murray Hill,2.0,1.0,40.749209,-73.973674,1099000.0,791,1986,10016.0
Gramercy Park and Murray Hill,2.0,2.0,40.745147,-73.986099,2100000.0,1374,2005,10016.0
Gramercy Park and Murray Hill,1.0,0.0,40.747786,-73.977692,525000.0,440,1963,10016.0
Gramercy Park and Murray Hill,3.0,3.0,40.741766,-73.983296,3500000.0,1873,1927,10016.0
Gramercy Park and Murray Hill,2.0,1.0,40.745156,-73.971835,1350000.0,1025,1984,10016.0
Gramercy Park and Murray Hill,2.0,2.0,40.745601,-73.986297,3465000.0,1373,2019,10016.0
Gramercy Park and Murray Hill,4.0,4.0,40.745601,-73.971298,2900000.0,2200,1989,10016.0
Gramercy Park and Murray Hill,1.0,0.0,40.750415,-73.971153,289000.0,,1928,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.7521,-73.9669,1249000.0,443522,1967,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.755407,-73.972305,549000.0,,1924,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.749346,-73.969992,310000.0,215715,1927,10017.0
Gramercy Park and Murray Hill,10.0,5.0,40.752498,-73.96779599999998,32000000.0,7500,2001,10017.0
Gramercy Park and Murray Hill,5.0,5.0,40.754466,-73.970845,4550000.0,4334,1920,10017.0
Gramercy Park and Murray Hill,1.0,2.0,40.75534,-73.972146,825000.0,1000,1920,10017.0
Gramercy Park and Murray Hill,10.0,7.0,40.752857,-73.97042900000002,9950000.0,6869,,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.755298,-73.97219799999998,485000.0,717,1920,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.748801,-73.970926,295000.0,418312,1930,10017.0
Gramercy Park and Murray Hill,3.0,3.0,40.749346,-73.969992,1895000.0,1500,1927,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.750415,-73.971153,895000.0,,1928,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.748974,-73.97166999999997,495000.0,110934,1929,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.752049,-73.968985,585000.0,550,1959,10017.0
Gramercy Park and Murray Hill,5.0,4.0,40.752531,-73.965962,5750000.0,443522,1966,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.750415,-73.971153,885000.0,94516,1928,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.755137,-73.97244,879000.0,650,1985,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.753659000000006,-73.966984,695000.0,1057,1940,10017.0
Gramercy Park and Murray Hill,3.0,3.0,40.752531,-73.965962,2000000.0,443522,1966,10017.0
Gramercy Park and Murray Hill,3.0,3.0,40.752498,-73.96779599999998,24000000.0,5000,2001,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.748641,-73.97051,315000.0,300,1928,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.751455,-73.969521,359000.0,,1960,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.749346,-73.969992,310000.0,325,1927,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.752163,-73.970199,765000.0,387094,1929,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.748801,-73.970926,305000.0,,1930,10017.0
Gramercy Park and Murray Hill,1.0,2.0,40.75,-73.970001,1150000.0,950,1928,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.750008,-73.969961,825000.0,800,1928,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.7541,-73.968101,1725000.0,1243,1982,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.751455,-73.969521,389000.0,400,1960,10017.0
Gramercy Park and Murray Hill,1.0,2.0,40.752809,-73.971731,799000.0,720,1962,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.748974,-73.97166999999997,935000.0,1150,1929,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.749512,-73.97183000000003,339900.0,261401,1929,10017.0
Gramercy Park and Murray Hill,3.0,2.0,40.752562,-73.96781899999998,10200000.0,2702,2001,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.748801,-73.970926,299000.0,,1930,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.748296,-73.971642,1299000.0,336543,1955,10017.0
Gramercy Park and Murray Hill,3.0,3.0,40.7521,-73.9669,1750000.0,443522,1966,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.747898,-73.970901,2850000.0,,1930,10017.0
Gramercy Park and Murray Hill,3.0,3.0,40.750579,-73.971541,1899000.0,1589,1983,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.749346,-73.969992,1099999.0,215715,1927,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.749346,-73.969992,350000.0,375,1927,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.749346,-73.969992,305000.0,300,1927,10017.0
Gramercy Park and Murray Hill,6.0,5.0,40.752562,-73.96781899999998,7500000.0,3709,2001,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.755678,-73.971773,450000.0,400,1924,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.748801,-73.970926,410000.0,418312,1930,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.754798,-73.96990500000003,1375000.0,944,1985,10017.0
Gramercy Park and Murray Hill,1.5,2.0,40.753,-73.96989,999000.0,,1985,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.752468,-73.971158,489000.0,391,1962,10017.0
Gramercy Park and Murray Hill,3.0,3.0,40.752562,-73.96781899999998,10000000.0,2500,2001,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.755678,-73.971773,349000.0,,1924,10017.0
Gramercy Park and Murray Hill,3.0,2.0,40.75237,-73.97319,1495000.0,1327,1984,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.75367,-73.969163,535000.0,600,1964,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.751455,-73.969521,350000.0,400,1960,10017.0
Gramercy Park and Murray Hill,5.5,5.0,40.752399,-73.965797,3500000.0,,1966,10017.0
Gramercy Park and Murray Hill,3.5,3.0,40.752562,-73.96781899999998,10000000.0,2875,2001,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.752163,-73.970199,688000.0,705,1929,10017.0
Gramercy Park and Murray Hill,9.0,7.0,40.752899,-73.97039699999998,9950000.0,6869,1982,10017.0
Gramercy Park and Murray Hill,4.0,3.0,40.752531,-73.965962,1975000.0,443522,1966,10017.0
Gramercy Park and Murray Hill,3.0,2.0,40.752562,-73.96781899999998,5650000.0,2011,2001,10017.0
Gramercy Park and Murray Hill,4.0,3.0,40.7521,-73.9669,1975000.0,443522,1966,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.754634,-73.969059,1425000.0,1000,1985,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.749346,-73.969992,649000.0,215715,1927,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.748801,-73.970926,595000.0,,1930,10017.0
Gramercy Park and Murray Hill,3.0,3.0,40.752857,-73.97042900000002,1995000.0,1716,1982,10017.0
Gramercy Park and Murray Hill,2.0,4.0,40.754058,-73.971046,2750000.0,2000,1924,10017.0
Gramercy Park and Murray Hill,2.0,1.0,40.755137,-73.97244,980000.0,761,1985,10017.0
Gramercy Park and Murray Hill,3.0,3.0,40.7518,-73.969902,2100000.0,1800,1929,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.755678,-73.971773,379000.0,,1924,10017.0
Gramercy Park and Murray Hill,3.0,2.0,40.752857,-73.97042900000002,1995000.0,1433,1982,10017.0
Gramercy Park and Murray Hill,5.0,5.0,40.752498,-73.96779599999998,6995000.0,3502,2001,10017.0
Gramercy Park and Murray Hill,5.0,4.0,40.752498,-73.96779599999998,14995000.0,4487,2001,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.752531,-73.965962,850000.0,900,1966,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.752163,-73.970199,795000.0,387094,1929,10017.0
Gramercy Park and Murray Hill,1.0,2.0,40.754058,-73.971046,949000.0,1100,1924,10017.0
Gramercy Park and Murray Hill,4.0,3.0,40.752562,-73.96781899999998,10500000.0,2688,2001,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.748801,-73.970926,610000.0,550,1930,10017.0
Gramercy Park and Murray Hill,4.0,4.0,40.752857,-73.97042900000002,6395000.0,3814,1982,10017.0
Gramercy Park and Murray Hill,3.5,3.0,40.752562,-73.96781899999998,6650000.0,2835,2001,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.753101,-73.970703,1499000.0,1041,1988,10017.0
Gramercy Park and Murray Hill,4.0,3.0,40.7542,-73.969424,3995000.0,2086,2008,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.753511,-73.971676,699900.0,705,1957,10017.0
Gramercy Park and Murray Hill,1.0,2.0,40.754058,-73.971046,899000.0,51576,1924,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.749346,-73.969992,535000.0,,1927,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.748641,-73.97051,595000.0,600,1928,10017.0
Gramercy Park and Murray Hill,5.0,4.0,40.752267,-73.97273100000002,3395000.0,,,10017.0
Gramercy Park and Murray Hill,3.5,3.0,40.750701,-73.968498,7100000.0,3004,2015,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.748801,-73.970926,310000.0,,1930,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.749346,-73.969992,575000.0,215715,1927,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.748641,-73.97051,345000.0,,1928,10017.0
Gramercy Park and Murray Hill,5.0,4.0,40.752562,-73.96781899999998,6000000.0,3091,2001,10017.0
Gramercy Park and Murray Hill,3.5,3.0,40.750701,-73.968498,7900000.0,3004,2015,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.754813,-73.969734,649000.0,700,1927,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.749512,-73.97183000000003,379000.0,261401,1929,10017.0
Gramercy Park and Murray Hill,3.0,3.0,40.752562,-73.96781899999998,6935000.0,2476,2001,10017.0
Gramercy Park and Murray Hill,4.0,3.0,40.752562,-73.96781899999998,6250000.0,2857,2001,10017.0
Gramercy Park and Murray Hill,5.0,3.0,40.752399,-73.965797,4600000.0,3780,1966,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.754813,-73.969734,595000.0,73800,1927,10017.0
Gramercy Park and Murray Hill,5.0,4.0,40.752399,-73.965797,3395000.0,,1966,10017.0
Gramercy Park and Murray Hill,3.0,3.0,40.750701,-73.968498,5400000.0,2609,2015,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.752998,-73.967201,899000.0,947,1930,10017.0
Gramercy Park and Murray Hill,3.0,3.0,40.752562,-73.96781899999998,6550000.0,2476,2001,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.748641,-73.97051,395000.0,,1928,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.75367,-73.969163,580000.0,675,1964,10017.0
Gramercy Park and Murray Hill,1.0,2.0,40.750415,-73.971153,935000.0,94516,1928,10017.0
Gramercy Park and Murray Hill,4.0,3.0,40.753101,-73.970703,2250000.0,2025,1988,10017.0
Gramercy Park and Murray Hill,3.0,3.0,40.750701,-73.968498,5700000.0,2609,2015,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.7521,-73.9669,1800000.0,443522,1966,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.7541,-73.968101,1290000.0,1154,1982,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.752163,-73.970199,899000.0,387094,1929,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.752531,-73.965962,1295000.0,1250,1966,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.7537,-73.968399,1090000.0,,1959,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.7521,-73.9669,1485000.0,1610,1966,10017.0
Gramercy Park and Murray Hill,3.0,2.0,40.75237,-73.97319,2225000.0,1400,1984,10017.0
Gramercy Park and Murray Hill,3.0,3.0,40.750701,-73.968498,5850000.0,2609,2015,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.752531,-73.965962,1650000.0,443522,1966,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.7521,-73.9669,1395000.0,443522,1966,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.753173,-73.965685,495000.0,,1932,10017.0
Gramercy Park and Murray Hill,4.0,4.0,40.752399,-73.965797,4500000.0,,1966,10017.0
Gramercy Park and Murray Hill,5.0,4.0,40.753101,-73.967697,3875000.0,2781,1984,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.748296,-73.971642,698000.0,900,1955,10017.0
Gramercy Park and Murray Hill,3.0,2.0,40.752562,-73.96781899999998,3675000.0,2011,2001,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.749346,-73.969992,685000.0,215715,1927,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.748801,-73.970926,529500.0,510,1930,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.753173,-73.965685,549000.0,67000,1932,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.752562,-73.96781899999998,1860000.0,1180,2001,10017.0
Gramercy Park and Murray Hill,4.5,3.0,40.752899,-73.97039699999998,2875000.0,2200,1982,10017.0
Gramercy Park and Murray Hill,3.0,2.0,40.752562,-73.96781899999998,2550000.0,1612,2001,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.752468,-73.971158,799000.0,720,1962,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.748641,-73.97051,315000.0,249299,1928,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.752468,-73.971158,555000.0,425,1962,10017.0
Gramercy Park and Murray Hill,2.5,2.0,40.752562,-73.96781899999998,4250000.0,1700,2001,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.751553,-73.969943,798000.0,566,1977,10017.0
Gramercy Park and Murray Hill,4.0,4.0,40.752399,-73.965797,4850000.0,,1966,10017.0
Gramercy Park and Murray Hill,3.0,2.0,40.752562,-73.96781899999998,2595000.0,1612,2001,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.75367,-73.969163,850000.0,950,1964,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.748296,-73.971642,899000.0,1200,1955,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.753498,-73.96778499999998,550000.0,426,1962,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.7521,-73.9669,900000.0,443522,1966,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.753744,-73.968368,359000.0,450,1959,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.753299,-73.97170200000002,999000.0,642,1979,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.749346,-73.969992,609000.0,600,1927,10017.0
Gramercy Park and Murray Hill,3.0,2.0,40.752899,-73.97039699999998,2135000.0,1622,1982,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.753498,-73.96778499999998,775000.0,650,1962,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.749346,-73.969992,595000.0,,1927,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.755137,-73.97244,850000.0,706,1985,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.753008,-73.97126,598000.0,530,1956,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.752163,-73.970199,1200000.0,1122,1929,10017.0
Gramercy Park and Murray Hill,2.0,1.0,40.75237,-73.97319,1495000.0,970,1984,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.749346,-73.969992,540000.0,,1927,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.752468,-73.971158,795000.0,719,1962,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.751553,-73.969943,729795.0,565,1977,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.75367,-73.969163,799000.0,950,1964,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.753101,-73.970703,799000.0,643,1988,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.751553,-73.969943,778000.0,565,1977,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.753008,-73.97126,559000.0,470,1956,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.752163,-73.970199,885000.0,885,1929,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.753038,-73.967168,669000.0,559,1930,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.753038,-73.967168,1125000.0,948,1930,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.752399,-73.965797,1249000.0,,1966,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.75237,-73.97319,810000.0,680,1984,10017.0
Gramercy Park and Murray Hill,2.0,1.0,40.752163,-73.970199,1250000.0,970,1929,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.75367,-73.969163,765000.0,850,1964,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.751553,-73.969943,827000.0,567,1977,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.75367,-73.969163,745000.0,243425,1964,10017.0
Gramercy Park and Murray Hill,2.5,2.0,40.75237,-73.97319,2495000.0,1613,2001,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.753008,-73.97126,819999.0,750,1956,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.748296,-73.971642,719000.0,700,1955,10017.0
Gramercy Park and Murray Hill,2.5,0.0,40.754798,-73.96970300000002,1395000.0,,1926,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.752163,-73.970199,839000.0,,1929,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.75367,-73.969163,825000.0,,1964,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.753511,-73.971676,750000.0,750,1957,10017.0
Gramercy Park and Murray Hill,1.0,1.0,40.749346,-73.969992,620000.0,600,1927,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.748801,-73.970926,329000.0,418312,1930,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.752562,-73.96781899999998,995000.0,500,2001,10017.0
Gramercy Park and Murray Hill,1.0,0.0,40.748641,-73.97051,415000.0,249299,1928,10017.0
Gramercy Park and Murray Hill,2.0,2.0,40.754699,-73.96749799999998,1250000.0,1200,1931,10022.0
Gramercy Park and Murray Hill,2.0,2.0,40.754031,-73.96515600000002,749000.0,1350,1962,10022.0
Gramercy Park and Murray Hill,2.0,2.0,40.759331,-73.96497099999998,650000.0,1400,1968,10022.0
Gramercy Park and Murray Hill,1.0,0.0,40.756355,-73.96560699999998,290000.0,118694,1930,10022.0
Gramercy Park and Murray Hill,8.0,5.0,40.757927,-73.959588,31000000.0,9600,1899,10022.0
Gramercy Park and Murray Hill,2.0,1.0,40.759331,-73.96497099999998,475000.0,539028,1968,10022.0
Gramercy Park and Murray Hill,1.0,1.0,40.754031,-73.96515600000002,385000.0,1000,1962,10022.0
Gramercy Park and Murray Hill,3.0,2.0,40.760799,-73.971801,14000000.0,1900,,10022.0
Gramercy Park and Murray Hill,2.0,2.0,40.759331,-73.96497099999998,625000.0,,1968,10022.0
Gramercy Park and Murray Hill,5.0,3.0,40.7615,-73.971793,28000000.0,4019,2015,10022.0
Gramercy Park and Murray Hill,1.0,2.0,40.756657,-73.963408,850000.0,945,1956,10022.0
Gramercy Park and Murray Hill,1.0,1.0,40.754031,-73.96515600000002,410000.0,1000,1962,10022.0
Gramercy Park and Murray Hill,1.0,1.0,40.761641,-73.97012,850000.0,212505,,10022.0
Gramercy Park and Murray Hill,1.0,1.0,40.757565,-73.96459399999998,699000.0,825,1962,10022.0
Gramercy Park and Murray Hill,6.0,5.0,40.763198,-73.9692,26800000.0,6500,1998,10022.0
Gramercy Park and Murray Hill,4.5,5.0,40.757571,-73.959521,18000000.0,4400,1899,10022.0
Gramercy Park and Murray Hill,2.0,2.0,40.754554,-73.96445899999998,1295000.0,1350,1929,10022.0
Gramercy Park and Murray Hill,1.0,0.0,40.756641,-73.96552,429000.0,5145,1900,10022.0
Gramercy Park and Murray Hill,3.5,4.0,40.753544,-73.965906,9995000.0,5000,1910,10022.0
Gramercy Park and Murray Hill,3.0,3.0,40.7615,-73.971793,24750000.0,2633,2015,10022.0
Gramercy Park and Murray Hill,10.0,4.0,40.762298,-73.970802,12850000.0,4850,1916,10022.0
Gramercy Park and Murray Hill,1.0,1.0,40.75993,-73.966031,499000.0,93153,1931,10022.0
Gramercy Park and Murray Hill,10.5,7.0,40.76328,-73.970096,28500000.0,7132,1927,10022.0
Gramercy Park and Murray Hill,4.0,3.0,40.760375,-73.960678,3200000.0,1998,1999,10022.0
Gramercy Park and Murray Hill,1.0,1.0,40.758062,-73.966738,455000.0,68225,1959,10022.0
Gramercy Park and Murray Hill,3.0,2.0,40.758185,-73.961128,1000000.0,,1930,10022.0
Gramercy Park and Murray Hill,8.0,6.0,40.76328,-73.970096,19950000.0,7132,1927,10022.0
Gramercy Park and Murray Hill,3.0,2.0,40.759498,-73.96459899999998,875000.0,,1968,10022.0
Gramercy Park and Murray Hill,1.0,2.0,40.755816,-73.96551600000002,750000.0,1000,1939,10022.0
Gramercy Park and Murray Hill,1.0,1.0,40.757756,-73.968173,475000.0,,1962,10022.0
Gramercy Park and Murray Hill,1.0,0.0,40.757583,-73.968533,450000.0,126021,1957,10022.0
Gramercy Park and Murray Hill,1.0,1.0,40.755122,-73.96427299999998,875000.0,950,1956,10022.0
Gramercy Park and Murray Hill,2.0,1.0,40.759331,-73.96497099999998,495000.0,1100,1968,10022.0
Gramercy Park and Murray Hill,1.0,0.0,40.757756,-73.968173,465000.0,550,1962,10022.0
Gramercy Park and Murray Hill,6.0,6.0,40.758931,-73.96171600000002,5450000.0,3200,1899,10022.0
Gramercy Park and Murray Hill,2.0,3.0,40.761641,-73.97012,1200000.0,1500,1926,10022.0
Gramercy Park and Murray Hill,2.0,2.0,40.754031,-73.96515600000002,625000.0,1250,1962,10022.0
Gramercy Park and Murray Hill,3.0,3.0,40.756643,-73.96165,1850000.0,155938,1953,10022.0
Gramercy Park and Murray Hill,2.0,2.0,40.755881,-73.96219599999998,1495000.0,1500,1955,10022.0
Gramercy Park and Murray Hill,4.0,4.0,40.762253,-73.970772,5380000.0,,1916,10022.0
Gramercy Park and Murray Hill,1.0,1.0,40.756999,-73.9664,729000.0,650,1977,10022.0
Gramercy Park and Murray Hill,3.0,4.0,40.754623,-73.96732800000002,7500000.0,3500,1899,10022.0
Gramercy Park and Murray Hill,4.0,3.0,40.7541,-73.9635,2100000.0,,1929,10022.0
Gramercy Park and Murray Hill,1.0,1.0,40.761641,-73.97012,475000.0,212505,1926,10022.0
Gramercy Park and Murray Hill,1.0,0.0,40.759534,-73.963145,350000.0,450,1930,10022.0
Gramercy Park and Murray Hill,2.0,1.0,40.757325,-73.967148,1395000.0,878,1990,10022.0
Gramercy Park and Murray Hill,3.0,2.0,40.7615,-73.971793,11995000.0,1789,2015,10022.0
Gramercy Park and Murray Hill,3.5,3.0,40.752998,-73.965301,1375000.0,,1931,10022.0
Gramercy Park and Murray Hill,2.0,2.0,40.759498,-73.96459899999998,725000.0,,1968,10022.0
Gramercy Park and Murray Hill,2.0,2.0,40.762298,-73.973899,9995000.0,2250,1983,10022.0
Gramercy Park and Murray Hill,2.0,2.0,40.759331,-73.96497099999998,725000.0,1300,1968,10022.0
Gramercy Park and Murray Hill,3.0,3.0,40.758598,-73.960098,1500000.0,1588,1966,10022.0
Gramercy Park and Murray Hill,1.0,0.0,40.754149,-73.96350699999998,349000.0,,1929,10022.0
Gramercy Park and Murray Hill,4.0,4.0,40.755173,-73.96669399999998,8350000.0,5322,1899,10022.0
Gramercy Park and Murray Hill,1.0,1.0,40.754699,-73.96749799999998,760000.0,,1931,10022.0
