,Neighborhood,bath,bed,latitude,logitude,price,size,year built,zipcode,Station Name,Route1,Route2,Route3,Route4,Route5,Route6,Route7,Route8,Route9,Route10,Route11,distance to subway,number of subway lines
985,Gramercy Park and Murray Hill,1.0,1.0,40.738197,-73.985038,575000.0,,1927.0,10010,23rd St,6,,,,,,,,,,,0.19168743797187007,1
986,Gramercy Park and Murray Hill,3.0,2.0,40.740406,-73.99141800000002,1795000.0,1500.0,2005.0,10010,23rd St,N,R,,,,,,,,,,0.15547665296959148,2
987,Gramercy Park and Murray Hill,2.0,3.0,40.738098,-73.982902,2695000.0,1900.0,1920.0,10010,23rd St,6,,,,,,,,,,,0.34438186195189435,1
988,Gramercy Park and Murray Hill,1.0,1.0,40.738982,-73.981811,519000.0,560.0,1950.0,10010,23rd St,6,,,,,,,,,,,0.3777021475265989,1
989,Gramercy Park and Murray Hill,3.0,3.0,40.740406,-73.99141800000002,2495000.0,1658.0,2006.0,10010,23rd St,N,R,,,,,,,,,,0.15547665296959148,2
990,Gramercy Park and Murray Hill,2.0,1.0,40.738867,-73.983074,2000000.0,1600.0,1900.0,10010,23rd St,6,,,,,,,,,,,0.2869425219204848,1
991,Gramercy Park and Murray Hill,11.0,4.0,40.743269,-73.986823,24990000.0,6540.0,1924.0,10010,28th St,6,,,,,,,,,,,0.2038438593585659,1
992,Gramercy Park and Murray Hill,1.0,0.0,40.73883,-73.985739,400000.0,,1912.0,10010,23rd St,6,,,,,,,,,,,0.0999182855372922,1
993,Gramercy Park and Murray Hill,1.0,1.0,40.739339,-73.98170400000002,785000.0,990.0,1976.0,10010,23rd St,6,,,,,,,,,,,0.3743146252063783,1
994,Gramercy Park and Murray Hill,1.0,0.0,40.73883,-73.985739,425000.0,120300.0,1912.0,10010,23rd St,6,,,,,,,,,,,0.0999182855372922,1
995,Gramercy Park and Murray Hill,5.0,5.0,40.743499,-73.9887,29450000.0,7239.0,1912.0,10010,28th St,N,R,,,,,,,,,,0.17784025111260995,2
996,Gramercy Park and Murray Hill,1.0,1.0,40.740797,-73.982184,529000.0,650.0,1925.0,10010,28th St,6,,,,,,,,,,,0.2930108208626343,1
997,Gramercy Park and Murray Hill,1.0,0.0,40.7392,-73.980598,565000.0,525.0,2004.0,10010,23rd St,6,,,,,,,,,,,0.4684763544001098,1
998,Gramercy Park and Murray Hill,5.0,4.0,40.739898,-73.987297,15995000.0,4655.0,2016.0,10010,23rd St,6,,,,,,,,,,,0.033003260525084316,1
999,Gramercy Park and Murray Hill,1.0,0.0,40.73987,-73.982761,400000.0,186201.0,1964.0,10010,23rd St,6,,,,,,,,,,,0.27555583484072194,1
1000,Gramercy Park and Murray Hill,1.0,1.0,40.73856,-73.980063,495000.0,550.0,1964.0,10010,23rd St,6,,,,,,,,,,,0.532120457723449,1
1001,Gramercy Park and Murray Hill,4.0,3.0,40.74051,-73.988104,10878000.0,2723.0,2009.0,10010,23rd St,N,R,,,,,,,,,,0.0949285524992214,2
1002,Gramercy Park and Murray Hill,2.0,3.0,40.73987,-73.982761,1999000.0,1750.0,1964.0,10010,23rd St,6,,,,,,,,,,,0.27555583484072194,1
1003,Gramercy Park and Murray Hill,1.0,1.0,40.7379,-73.9855,1095000.0,,1930.0,10010,23rd St,6,,,,,,,,,,,0.1968628906215406,1
1004,Gramercy Park and Murray Hill,1.0,1.0,40.737956,-73.982748,749000.0,321079.0,1931.0,10010,23rd St,6,,,,,,,,,,,0.3631265066861991,1
1005,Gramercy Park and Murray Hill,4.0,3.0,40.743475,-73.98868399999998,11600000.0,3008.0,1912.0,10010,28th St,N,R,,,,,,,,,,0.1803550863626485,2
1006,Gramercy Park and Murray Hill,4.0,4.0,40.742698,-73.98960100000002,16000000.0,3309.0,1915.0,10010,23rd St,N,R,,,,,,,,,,0.08849644864036223,2
1007,Gramercy Park and Murray Hill,1.0,1.0,40.739339,-73.98170400000002,650000.0,650.0,1976.0,10010,23rd St,6,,,,,,,,,,,0.3743146252063783,1
1008,Gramercy Park and Murray Hill,1.0,1.0,40.740797,-73.982184,629000.0,750.0,1925.0,10010,28th St,6,,,,,,,,,,,0.2930108208626343,1
1009,Gramercy Park and Murray Hill,2.0,3.0,40.737201,-73.980796,1499000.0,1500.0,1965.0,10010,23rd St,6,,,,,,,,,,,0.5477672197664328,1
1010,Gramercy Park and Murray Hill,2.0,1.0,40.740797,-73.982184,1100000.0,1000.0,1925.0,10010,28th St,6,,,,,,,,,,,0.2930108208626343,1
1011,Gramercy Park and Murray Hill,2.0,2.0,40.739191,-73.98569,2915000.0,1402.0,2018.0,10010,23rd St,6,,,,,,,,,,,0.08005447430038211,1
1012,Gramercy Park and Murray Hill,1.0,0.0,40.738868,-73.98621800000002,435000.0,,1928.0,10010,23rd St,6,,,,,,,,,,,0.0736591237207572,1
1013,Gramercy Park and Murray Hill,1.0,0.0,40.736956,-73.979445,849000.0,476.0,2007.0,10010,1st Av,L,,,,,,,,,,,0.6497008328084539,1
1014,Gramercy Park and Murray Hill,2.0,2.0,40.742199,-73.986818,2000000.0,1100.0,1987.0,10010,23rd St,N,R,,,,,,,,,,0.1970759572486487,2
1015,Gramercy Park and Murray Hill,3.0,4.0,40.736632,-73.980561,4795000.0,2415.0,1910.0,10010,1st Av,L,,,,,,,,,,,0.5878926404088332,1
1016,Gramercy Park and Murray Hill,3.0,3.0,40.7402,-73.988899,7995000.0,4000.0,1910.0,10010,23rd St,N,R,,,,,,,,,,0.056073701798341286,2
1017,Gramercy Park and Murray Hill,1.0,1.0,40.737956,-73.982748,1050000.0,925.0,1931.0,10010,23rd St,6,,,,,,,,,,,0.3631265066861991,1
1018,Gramercy Park and Murray Hill,5.0,4.0,40.739898,-73.987297,17995000.0,5578.0,2016.0,10010,23rd St,6,,,,,,,,,,,0.033003260525084316,1
1019,Gramercy Park and Murray Hill,4.0,4.0,40.738899,-73.987701,13500000.0,4017.0,1913.0,10010,23rd St,6,,,,,,,,,,,0.08223674740313039,1
1020,Gramercy Park and Murray Hill,4.0,3.0,40.7402,-73.98829599999998,12000000.0,3310.0,2009.0,10010,23rd St,N,R,,,,,,,,,,0.09190909779582893,2
1021,Gramercy Park and Murray Hill,1.0,1.0,40.738088,-73.984778,1095000.0,87793.0,1930.0,10010,23rd St,6,,,,,,,,,,,0.2155139696333213,1
1022,Gramercy Park and Murray Hill,4.0,4.0,40.739498,-73.987503,3995000.0,2321.0,1986.0,10010,23rd St,6,,,,,,,,,,,0.031090291951732157,1
1023,Gramercy Park and Murray Hill,3.0,3.0,40.739898,-73.987297,8000000.0,2505.0,2016.0,10010,23rd St,6,,,,,,,,,,,0.033003260525084316,1
1024,Gramercy Park and Murray Hill,1.5,2.0,40.737518,-73.980766,1500000.0,994.0,2010.0,10010,23rd St,6,,,,,,,,,,,0.5315254138572296,1
1025,Gramercy Park and Murray Hill,3.5,3.0,40.742698,-73.98960100000002,9900000.0,2347.0,1915.0,10010,23rd St,N,R,,,,,,,,,,0.08849644864036223,2
1026,Gramercy Park and Murray Hill,3.0,3.0,40.743587,-73.987579,5650000.0,2168.0,1900.0,10010,28th St,N,R,,,,,,,,,,0.18317627555306906,2
1027,Gramercy Park and Murray Hill,1.0,1.0,40.739229,-73.98243199999997,699000.0,890.0,1972.0,10010,23rd St,6,,,,,,,,,,,0.31913968666342896,1
1028,Gramercy Park and Murray Hill,1.0,0.0,40.73987,-73.982761,525000.0,450.0,1964.0,10010,23rd St,6,,,,,,,,,,,0.27555583484072194,1
1029,Gramercy Park and Murray Hill,4.0,3.0,40.738601,-73.986099,4000000.0,2151.0,1924.0,10010,23rd St,6,,,,,,,,,,,0.10492724330944757,1
1030,Gramercy Park and Murray Hill,2.0,1.0,40.73883,-73.985739,1495000.0,1100.0,1912.0,10010,23rd St,6,,,,,,,,,,,0.0999182855372922,1
1031,Gramercy Park and Murray Hill,3.0,3.0,40.744016,-73.990137,2995000.0,2100.0,1910.0,10010,28th St,N,R,,,,,,,,,,0.1739118370758644,2
1032,Gramercy Park and Murray Hill,1.0,0.0,40.737265,-73.98111800000002,375000.0,,1965.0,10010,23rd St,6,,,,,,,,,,,0.5204562234190876,1
1033,Gramercy Park and Murray Hill,1.0,1.0,40.742199,-73.986818,1100000.0,656.0,1987.0,10010,23rd St,N,R,,,,,,,,,,0.1970759572486487,2
1034,Gramercy Park and Murray Hill,1.0,2.0,40.742682,-73.990601,1850000.0,1500.0,1905.0,10010,23rd St,N,R,,,,,,,,,,0.13068105703160438,2
1035,Gramercy Park and Murray Hill,2.0,2.0,40.738899,-73.984199,1795000.0,921.0,2018.0,10010,23rd St,6,,,,,,,,,,,0.20848655374638586,1
1036,Gramercy Park and Murray Hill,3.0,5.0,40.7443,-73.990798,7400000.0,5050.0,1909.0,10010,28th St,N,R,,,,,,,,,,0.19196221644293185,2
1037,Gramercy Park and Murray Hill,2.0,2.0,40.738088,-73.984778,2500000.0,87793.0,1930.0,10010,23rd St,6,,,,,,,,,,,0.2155139696333213,1
1038,Gramercy Park and Murray Hill,0.0,1.0,40.737472,-73.98176099999998,1195000.0,,1931.0,10010,23rd St,6,,,,,,,,,,,0.4618658335412195,1
1039,Gramercy Park and Murray Hill,1.0,0.0,40.73883,-73.985739,420000.0,,1912.0,10010,23rd St,6,,,,,,,,,,,0.0999182855372922,1
1040,Gramercy Park and Murray Hill,3.0,3.0,40.737956,-73.982748,2300000.0,321079.0,1931.0,10010,23rd St,6,,,,,,,,,,,0.3631265066861991,1
1041,Gramercy Park and Murray Hill,2.0,2.0,40.742682,-73.990601,2100000.0,2300.0,1905.0,10010,23rd St,N,R,,,,,,,,,,0.13068105703160438,2
1042,Gramercy Park and Murray Hill,4.0,4.0,40.743475,-73.98868399999998,18150000.0,4155.0,1912.0,10010,28th St,N,R,,,,,,,,,,0.1803550863626485,2
1043,Gramercy Park and Murray Hill,1.0,1.0,40.739229,-73.98243199999997,590000.0,158337.0,1972.0,10010,23rd St,6,,,,,,,,,,,0.31913968666342896,1
1044,Gramercy Park and Murray Hill,3.0,3.0,40.741401,-73.9925,6250000.0,2691.0,1920.0,10010,23rd St,F,M,,,,,,,,,,0.13988628743924905,2
1045,Gramercy Park and Murray Hill,1.0,0.0,40.737368,-73.980408,519000.0,65393.0,1901.0,10010,23rd St,6,,,,,,,,,,,0.5658741909773826,1
1046,Gramercy Park and Murray Hill,1.0,0.0,40.738547,-73.98507,825000.0,550.0,1951.0,10010,23rd St,6,,,,,,,,,,,0.16277322463463126,1
1047,Gramercy Park and Murray Hill,1.0,0.0,40.73856,-73.980063,595000.0,671.0,1964.0,10010,23rd St,6,,,,,,,,,,,0.532120457723449,1
1048,Gramercy Park and Murray Hill,1.0,1.0,40.743587,-73.987579,2100000.0,1024.0,1900.0,10010,28th St,N,R,,,,,,,,,,0.18317627555306906,2
1049,Gramercy Park and Murray Hill,2.0,1.0,40.738733,-73.987619,1895000.0,1037.0,1913.0,10010,23rd St,6,,,,,,,,,,,0.09467024793357097,1
1050,Gramercy Park and Murray Hill,4.0,4.0,40.743499,-73.9887,18150000.0,4155.0,1912.0,10010,28th St,N,R,,,,,,,,,,0.17784025111260995,2
1051,Gramercy Park and Murray Hill,4.5,4.0,40.742698,-73.98960100000002,6995000.0,2818.0,1915,10010,23rd St,N,R,,,,,,,,,,0.08849644864036223,2
1052,Gramercy Park and Murray Hill,2.0,2.0,40.739898,-73.987297,7495000.0,2144.0,2016,10010,23rd St,6,,,,,,,,,,,0.033003260525084316,1
1053,Gramercy Park and Murray Hill,3.0,2.0,40.739898,-73.987297,3995000.0,1930.0,2016,10010,23rd St,6,,,,,,,,,,,0.033003260525084316,1
1054,Gramercy Park and Murray Hill,2.0,2.0,40.738498,-73.985099,2295000.0,,1951,10010,23rd St,6,,,,,,,,,,,0.1644488269229765,1
1055,Gramercy Park and Murray Hill,4.0,3.0,40.743345,-73.987003,4650000.0,2077.0,1912,10010,28th St,6,,,,,,,,,,,0.21860147041455144,1
1056,Gramercy Park and Murray Hill,1.0,1.0,40.739589,-73.980375,799999.0,800.0,1964,10010,23rd St,6,,,,,,,,,,,0.4789427683125791,1
1057,Gramercy Park and Murray Hill,1.0,1.0,40.739111,-73.986452,748000.0,,1928,10010,23rd St,6,,,,,,,,,,,0.04173921681773322,1
1058,Gramercy Park and Murray Hill,5.0,4.0,40.739299,-73.98539699999998,7395000.0,2553.0,,10010,23rd St,6,,,,,,,,,,,0.10012795507613904,1
1059,Gramercy Park and Murray Hill,4.0,3.0,40.739299,-73.98539699999998,9500000.0,2971.0,,10010,23rd St,6,,,,,,,,,,,0.10012795507613904,1
1060,Gramercy Park and Murray Hill,3.0,3.0,40.743499,-73.9887,11300000.0,3084.0,1912,10010,28th St,N,R,,,,,,,,,,0.17784025111260995,2
1061,Gramercy Park and Murray Hill,1.0,0.0,40.737368,-73.980408,515000.0,,1901,10010,23rd St,6,,,,,,,,,,,0.5658741909773826,1
1062,Gramercy Park and Murray Hill,4.0,3.0,40.743475,-73.98868399999998,7000000.0,2693.0,1912,10010,28th St,N,R,,,,,,,,,,0.1803550863626485,2
1063,Gramercy Park and Murray Hill,5.0,3.0,40.738601,-73.986099,6950000.0,2988.0,1924,10010,23rd St,6,,,,,,,,,,,0.10492724330944757,1
1064,Gramercy Park and Murray Hill,4.0,3.0,40.743475,-73.98868399999998,11300000.0,3084.0,1912,10010,28th St,N,R,,,,,,,,,,0.1803550863626485,2
1065,Gramercy Park and Murray Hill,1.0,1.0,40.738088,-73.984778,1099000.0,900.0,1930,10010,23rd St,6,,,,,,,,,,,0.2155139696333213,1
1066,Gramercy Park and Murray Hill,2.0,1.0,40.743598,-73.987602,2500000.0,1221.0,1900,10010,28th St,N,R,,,,,,,,,,0.18126967387488432,2
1067,Gramercy Park and Murray Hill,3.0,3.0,40.738899,-73.984199,2975000.0,1619.0,2018,10010,23rd St,6,,,,,,,,,,,0.20848655374638586,1
1068,Gramercy Park and Murray Hill,4.0,3.0,40.739299,-73.98539699999998,5040000.0,2504.0,,10010,23rd St,6,,,,,,,,,,,0.10012795507613904,1
1069,Gramercy Park and Murray Hill,2.0,2.0,40.73799,-73.981879,1990000.0,1080.0,2014,10010,23rd St,6,,,,,,,,,,,0.4244985987975604,1
1070,Gramercy Park and Murray Hill,3.0,2.0,40.738601,-73.986099,3950000.0,2318.0,1924,10010,23rd St,6,,,,,,,,,,,0.10492724330944757,1
1071,Gramercy Park and Murray Hill,3.5,3.0,40.738899,-73.984199,5950000.0,2382.0,2018,10010,23rd St,6,,,,,,,,,,,0.20848655374638586,1
1072,Gramercy Park and Murray Hill,1.0,0.0,40.736956,-73.979445,699000.0,436.0,2007,10010,1st Av,L,,,,,,,,,,,0.6497008328084539,1
1073,Gramercy Park and Murray Hill,3.0,3.0,40.738899,-73.984199,3145000.0,1571.0,2018,10010,23rd St,6,,,,,,,,,,,0.20848655374638586,1
1074,Gramercy Park and Murray Hill,2.0,2.0,40.739393,-73.98713599999998,1875000.0,1113.0,1986,10010,23rd St,6,,,,,,,,,,,0.01201023415965556,1
1075,Gramercy Park and Murray Hill,1.0,1.0,40.737591,-73.983813,869000.0,,1962,10010,23rd St,6,,,,,,,,,,,0.3124456760024668,1
1076,Gramercy Park and Murray Hill,1.0,1.0,40.737265,-73.98111800000002,700000.0,750.0,1965,10010,23rd St,6,,,,,,,,,,,0.5204562234190876,1
1077,Gramercy Park and Murray Hill,2.0,2.0,40.739898,-73.987297,7995000.0,2074.0,2016,10010,23rd St,6,,,,,,,,,,,0.033003260525084316,1
1078,Gramercy Park and Murray Hill,3.0,3.0,40.739898,-73.987297,8500000.0,2445.0,2016,10010,23rd St,6,,,,,,,,,,,0.033003260525084316,1
1079,Gramercy Park and Murray Hill,2.0,2.0,40.739299,-73.98539699999998,2590000.0,1402.0,,10010,23rd St,6,,,,,,,,,,,0.10012795507613904,1
1080,Gramercy Park and Murray Hill,3.0,3.0,40.738601,-73.986099,5950000.0,2729.0,1924,10010,23rd St,6,,,,,,,,,,,0.10492724330944757,1
1081,Gramercy Park and Murray Hill,2.5,2.0,40.738899,-73.984199,2500000.0,1302.0,2018,10010,23rd St,6,,,,,,,,,,,0.20848655374638586,1
1082,Gramercy Park and Murray Hill,2.0,2.0,40.739898,-73.987297,7495000.0,2018.0,2016,10010,23rd St,6,,,,,,,,,,,0.033003260525084316,1
1083,Gramercy Park and Murray Hill,3.0,3.0,40.739498,-73.987503,3395000.0,1620.0,1986,10010,23rd St,6,,,,,,,,,,,0.031090291951732157,1
1084,Gramercy Park and Murray Hill,3.0,2.0,40.73886,-73.98774499999998,3100000.0,1535.0,1913,10010,23rd St,6,,,,,,,,,,,0.08792147050407939,1
1085,Gramercy Park and Murray Hill,3.0,3.0,40.739898,-73.987297,4750000.0,2125.0,2016,10010,23rd St,6,,,,,,,,,,,0.033003260525084316,1
1086,Gramercy Park and Murray Hill,3.0,2.0,40.7373,-73.983901,2995000.0,1464.0,2018,10010,23rd St,6,,,,,,,,,,,0.3299422003063842,1
1087,Gramercy Park and Murray Hill,2.0,2.0,40.739393,-73.98713599999998,1845000.0,1115.0,1986,10010,23rd St,6,,,,,,,,,,,0.01201023415965556,1
1088,Gramercy Park and Murray Hill,3.0,2.0,40.739299,-73.98539699999998,4200000.0,1678.0,,10010,23rd St,6,,,,,,,,,,,0.10012795507613904,1
1089,Gramercy Park and Murray Hill,4.0,3.0,40.7373,-73.983901,4250000.0,1823.0,2018,10010,23rd St,6,,,,,,,,,,,0.3299422003063842,1
1090,Gramercy Park and Murray Hill,1.0,1.0,40.739299,-73.98539699999998,1725000.0,780.0,,10010,23rd St,6,,,,,,,,,,,0.10012795507613904,1
1091,Gramercy Park and Murray Hill,2.0,2.0,40.73799,-73.981879,1995000.0,1089.0,2014,10010,23rd St,6,,,,,,,,,,,0.4244985987975604,1
1092,Gramercy Park and Murray Hill,3.0,2.0,40.73886,-73.98774499999998,5750000.0,1880.0,1913,10010,23rd St,6,,,,,,,,,,,0.08792147050407939,1
1093,Gramercy Park and Murray Hill,2.0,2.0,40.739898,-73.987297,6750000.0,2000.0,2016,10010,23rd St,6,,,,,,,,,,,0.033003260525084316,1
1094,Gramercy Park and Murray Hill,1.0,0.0,40.738643,-73.987954,995000.0,671.0,1913,10010,23rd St,6,,,,,,,,,,,0.11779234781436933,1
1095,Gramercy Park and Murray Hill,2.0,1.0,40.743587,-73.987579,2500000.0,1221.0,1900,10010,28th St,N,R,,,,,,,,,,0.18317627555306906,2
1096,Gramercy Park and Murray Hill,3.0,2.0,40.739299,-73.98539699999998,3275000.0,1608.0,,10010,23rd St,6,,,,,,,,,,,0.10012795507613904,1
1097,Gramercy Park and Murray Hill,2.0,2.0,40.739393,-73.98713599999998,2175000.0,1208.0,1986,10010,23rd St,6,,,,,,,,,,,0.01201023415965556,1
1098,Gramercy Park and Murray Hill,2.0,2.0,40.739898,-73.987297,3495000.0,1708.0,2016,10010,23rd St,6,,,,,,,,,,,0.033003260525084316,1
1099,Gramercy Park and Murray Hill,4.0,3.0,40.742698,-73.98960100000002,5195000.0,2021.0,1915,10010,23rd St,N,R,,,,,,,,,,0.08849644864036223,2
1100,Gramercy Park and Murray Hill,1.0,0.0,40.73987,-73.982761,550000.0,575.0,1964,10010,23rd St,6,,,,,,,,,,,0.27555583484072194,1
1101,Gramercy Park and Murray Hill,2.0,2.0,40.736784,-73.979021,2065000.0,1176.0,2016,10010,1st Av,L,,,,,,,,,,,0.6455459326929878,1
1102,Gramercy Park and Murray Hill,3.0,2.0,40.739299,-73.98539699999998,2830000.0,1353.0,,10010,23rd St,6,,,,,,,,,,,0.10012795507613904,1
1103,Gramercy Park and Murray Hill,2.0,2.0,40.737518,-73.980766,1995000.0,1168.0,2010,10010,23rd St,6,,,,,,,,,,,0.5315254138572296,1
1104,Gramercy Park and Murray Hill,0.0,3.0,40.738601,-73.986099,6995000.0,3809.0,1924,10010,23rd St,6,,,,,,,,,,,0.10492724330944757,1
1105,Gramercy Park and Murray Hill,2.0,2.0,40.736784,-73.979021,1995000.0,1235.0,2016,10010,1st Av,L,,,,,,,,,,,0.6455459326929878,1
1106,Gramercy Park and Murray Hill,2.0,1.0,40.7373,-73.983901,1995000.0,1030.0,2018,10010,23rd St,6,,,,,,,,,,,0.3299422003063842,1
1107,Gramercy Park and Murray Hill,3.0,2.0,40.742698,-73.98960100000002,3495000.0,1433.0,1915,10010,23rd St,N,R,,,,,,,,,,0.08849644864036223,2
1108,Gramercy Park and Murray Hill,3.0,2.0,40.7373,-73.983901,3345000.0,1464.0,2018,10010,23rd St,6,,,,,,,,,,,0.3299422003063842,1
1109,Gramercy Park and Murray Hill,1.0,0.0,40.73987,-73.982761,485000.0,585.0,1964,10010,23rd St,6,,,,,,,,,,,0.27555583484072194,1
1110,Gramercy Park and Murray Hill,2.0,2.0,40.73799,-73.981879,1789500.0,1025.0,2014,10010,23rd St,6,,,,,,,,,,,0.4244985987975604,1
1111,Gramercy Park and Murray Hill,4.0,3.0,40.739299,-73.98539699999998,4635000.0,1855.0,,10010,23rd St,6,,,,,,,,,,,0.10012795507613904,1
1112,Gramercy Park and Murray Hill,2.0,2.0,40.743587,-73.987579,2650000.0,1349.0,1900,10010,28th St,N,R,,,,,,,,,,0.18317627555306906,2
1113,Gramercy Park and Murray Hill,2.5,2.0,40.738899,-73.984199,2375000.0,1302.0,2018,10010,23rd St,6,,,,,,,,,,,0.20848655374638586,1
1114,Gramercy Park and Murray Hill,1.0,1.0,40.73856,-73.980063,775000.0,850.0,1964,10010,23rd St,6,,,,,,,,,,,0.532120457723449,1
1115,Gramercy Park and Murray Hill,3.0,2.0,40.7373,-73.983901,4250000.0,1674.0,2018,10010,23rd St,6,,,,,,,,,,,0.3299422003063842,1
1116,Gramercy Park and Murray Hill,2.0,2.0,40.73799,-73.981879,2650000.0,1256.0,2014,10010,23rd St,6,,,,,,,,,,,0.4244985987975604,1
1117,Gramercy Park and Murray Hill,1.0,0.0,40.736956,-73.979445,649000.0,436.0,2007,10010,1st Av,L,,,,,,,,,,,0.6497008328084539,1
1118,Gramercy Park and Murray Hill,1.0,1.0,40.7392,-73.980598,785000.0,712.0,2004,10010,23rd St,6,,,,,,,,,,,0.4684763544001098,1
1119,Gramercy Park and Murray Hill,2.0,2.0,40.740199,-73.981736,1650000.0,,1965,10010,23rd St,6,,,,,,,,,,,0.3597528914196715,1
1120,Gramercy Park and Murray Hill,1.0,1.0,40.738899,-73.984199,1175000.0,692.0,2018,10010,23rd St,6,,,,,,,,,,,0.20848655374638586,1
1121,Gramercy Park and Murray Hill,1.0,1.0,40.739393,-73.98713599999998,5250.0,810.0,Shared,10010,23rd St,6,,,,,,,,,,,0.01201023415965556,1
1122,Gramercy Park and Murray Hill,1.0,0.0,40.739299,-73.98539699999998,1360000.0,616.0,,10010,23rd St,6,,,,,,,,,,,0.10012795507613904,1
1123,Gramercy Park and Murray Hill,2.0,0.0,40.740798,-73.984596,4450000.0,3800.0,1912,10010,23rd St,6,,,,,,,,,,,0.13723590873822786,1
1124,Gramercy Park and Murray Hill,1.5,1.0,40.739393,-73.98713599999998,1250000.0,861.0,1986,10010,23rd St,6,,,,,,,,,,,0.01201023415965556,1
1125,Gramercy Park and Murray Hill,0.0,0.0,40.736956,-73.979445,779000.0,430.0,2007,10010,1st Av,L,,,,,,,,,,,0.6497008328084539,1
1126,Gramercy Park and Murray Hill,2.5,2.0,40.743587,-73.987579,4595000.0,1591.0,1900,10010,28th St,N,R,,,,,,,,,,0.18317627555306906,2
1127,Gramercy Park and Murray Hill,3.0,2.0,40.739299,-73.98539699999998,3570000.0,1674.0,,10010,23rd St,6,,,,,,,,,,,0.10012795507613904,1
1128,Gramercy Park and Murray Hill,1.0,1.0,40.737591,-73.983813,675000.0,600.0,1962,10010,23rd St,6,,,,,,,,,,,0.3124456760024668,1
1129,Gramercy Park and Murray Hill,1.0,1.0,40.73987,-73.982761,725000.0,750.0,1964,10010,23rd St,6,,,,,,,,,,,0.27555583484072194,1
1130,Gramercy Park and Murray Hill,1.0,1.0,40.739898,-73.987297,3150000.0,1128.0,2016,10010,23rd St,6,,,,,,,,,,,0.033003260525084316,1
1131,Gramercy Park and Murray Hill,1.0,1.0,40.737265,-73.98111800000002,699000.0,650.0,1965,10010,23rd St,6,,,,,,,,,,,0.5204562234190876,1
1132,Gramercy Park and Murray Hill,1.0,1.0,40.743598,-73.987602,2050000.0,1025.0,1900,10010,28th St,N,R,,,,,,,,,,0.18126967387488432,2
1133,Gramercy Park and Murray Hill,1.0,1.0,40.737265,-73.98111800000002,675000.0,600.0,1965,10010,23rd St,6,,,,,,,,,,,0.5204562234190876,1
1134,Gramercy Park and Murray Hill,1.0,1.0,40.739898,-73.987297,2350000.0,1121.0,2016,10010,23rd St,6,,,,,,,,,,,0.033003260525084316,1
1135,Gramercy Park and Murray Hill,1.0,1.0,40.737518,-73.980766,1175000.0,700.0,2010,10010,23rd St,6,,,,,,,,,,,0.5315254138572296,1
1136,Gramercy Park and Murray Hill,1.0,1.0,40.73799,-73.981879,1299000.0,716.0,2014,10010,23rd St,6,,,,,,,,,,,0.4244985987975604,1
1137,Gramercy Park and Murray Hill,1.0,2.0,40.73856,-73.980063,1100000.0,,1964,10010,23rd St,6,,,,,,,,,,,0.532120457723449,1
1138,Gramercy Park and Murray Hill,1.0,1.0,40.737518,-73.980766,1150000.0,717.0,2010,10010,23rd St,6,,,,,,,,,,,0.5315254138572296,1
1139,Gramercy Park and Murray Hill,1.0,2.0,40.73856,-73.980063,1228000.0,975.0,1964,10010,23rd St,6,,,,,,,,,,,0.532120457723449,1
1140,Gramercy Park and Murray Hill,1.0,1.0,40.736784,-73.979021,1090000.0,653.0,2016,10010,1st Av,L,,,,,,,,,,,0.6455459326929878,1
1141,Gramercy Park and Murray Hill,1.0,1.0,40.736784,-73.979021,1087000.0,729.0,2016,10010,1st Av,L,,,,,,,,,,,0.6455459326929878,1
1142,Gramercy Park and Murray Hill,1.0,1.0,40.739393,-73.98713599999998,1450000.0,790.0,1986,10010,23rd St,6,,,,,,,,,,,0.01201023415965556,1
1143,Gramercy Park and Murray Hill,1.0,1.0,40.740199,-73.981736,799000.0,700.0,1965,10010,23rd St,6,,,,,,,,,,,0.3597528914196715,1
1144,Gramercy Park and Murray Hill,1.0,1.0,40.737518,-73.980766,1275000.0,698.0,2010,10010,23rd St,6,,,,,,,,,,,0.5315254138572296,1
1145,Gramercy Park and Murray Hill,1.0,1.0,40.747786,-73.977692,625000.0,560.0,1985,10016,33rd St,6,,,,,,,,,,,0.3515482533216687,1
1146,Gramercy Park and Murray Hill,3.0,2.0,40.744021,-73.978957,1350000.0,1190.0,1990,10016,33rd St,6,,,,,,,,,,,0.320453656303942,1
1147,Gramercy Park and Murray Hill,5.0,4.0,40.747405,-73.983633,14000000.0,,2016,10016,33rd St,6,,,,,,,,,,,0.164372101896466,1
1148,Gramercy Park and Murray Hill,9.0,11.0,40.747662,-73.97728599999998,6995000.0,5300.0,1924,10016,33rd St,6,,,,,,,,,,,0.3785361669523382,1
1149,Gramercy Park and Murray Hill,0.0,5.0,40.742272,-73.978289,4300000.0,3400.0,1901,10016,28th St,6,,,,,,,,,,,0.4719446314865972,1
1150,Gramercy Park and Murray Hill,1.0,0.0,40.742294,-73.97914,349000.0,,1940,10016,28th St,6,,,,,,,,,,,0.4018934687988128,1
1151,Gramercy Park and Murray Hill,6.0,3.0,40.747266,-73.980278,6900000.0,6000.0,1910,10016,33rd St,6,,,,,,,,,,,0.13234785839029567,1
1152,Gramercy Park and Murray Hill,2.0,2.0,40.745601,-73.986297,3550000.0,1343.0,2019,10016,28th St,N,R,,,,,,,,,,0.19187012636713574,2
